weather_id,timestamp,state,district,latitude,longitude,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3day_mm,temperature_c,humidity_percent,wind_speed_kmph,pressure_hpa,weather_condition
W002355,2025-11-22 15:36:00,Tripura,Sipahijala,23.7631,91.378,0.2,0.6,0.8,2.4,25.2,65,25.9,1005.3,CLEAR
W002356,2025-11-22 18:00:00,Tripura,Dhalai,23.9145,91.8422,0.9,1.6,3.4,11.5,34.1,57,10.8,1001.4,LIGHT_RAIN
W002357,2025-11-22 20:24:00,Arunachal Pradesh,Tawang,27.4562,92.0025,1.6,4.2,5.9,16.4,9.8,70,23.1,731.1,LIGHT_RAIN
W002358,2025-11-22 22:48:00,Arunachal Pradesh,West Kameng,27.1427,92.4035,1.7,3.0,6.3,21.4,13.0,71,15.3,802.3,LIGHT_RAIN
W002359,2025-11-23 01:12:00,Arunachal Pradesh,Papum Pare,26.9973,93.5717,1.9,4.6,5.8,18.6,26.2,69,34.5,980.8,LIGHT_RAIN
W002360,2025-11-23 03:36:00,Arunachal Pradesh,East Siang,27.9202,95.2338,1.4,2.3,4.6,15.4,23.5,64,33.4,1000.4,LIGHT_RAIN
W002361,2025-11-23 06:00:00,Arunachal Pradesh,Lower Subansiri,27.5753,93.7717,0.8,1.4,2.4,6.8,23.1,56,15.3,858.5,LIGHT_RAIN
W002362,2025-11-23 08:24:00,Assam,Kamrup Metropolitan,26.1628,91.7787,1.5,4.2,6.8,14.9,33.9,65,38.0,1011.2,LIGHT_RAIN
W002363,2025-11-23 10:48:00,Assam,Kamrup Rural,26.2542,91.496,1.5,3.3,4.9,13.9,28.4,61,10.9,1010.2,LIGHT_RAIN
W002364,2025-11-23 13:12:00,Assam,Darrang,26.4587,92.0744,1.8,3.4,6.7,21.4,23.8,49,32.4,1009.2,LIGHT_RAIN
W002365,2025-11-23 15:36:00,Assam,Sonitpur,26.6615,92.7258,0.5,0.8,1.7,3.9,28.6,60,22.2,1001.3,LIGHT_RAIN
W002366,2025-11-23 18:00:00,Assam,Dibrugarh,27.5956,94.8248,0.1,0.4,0.8,2.1,29.6,51,37.5,1008.5,CLEAR
W002367,2025-11-23 20:24:00,Assam,Cachar,24.7107,92.8699,3.2,7.3,10.7,26.7,23.3,68,30.8,1011.2,LIGHT_RAIN
W002368,2025-11-23 22:48:00,Assam,Nagaon,26.1953,92.5573,3.1,5.1,11.3,33.6,30.2,58,31.6,1011.2,LIGHT_RAIN
W002369,2025-11-24 01:12:00,Meghalaya,East Khasi Hills,25.5564,91.8848,2.3,9.0,12.6,33.1,30.8,67,37.8,869.3,LIGHT_RAIN
W002370,2025-11-24 03:36:00,Meghalaya,West Khasi Hills,25.528,91.2232,2.6,6.1,10.1,24.5,30.6,66,35.7,888.8,LIGHT_RAIN
W002371,2025-11-24 06:00:00,Meghalaya,Ri-Bhoi,26.0016,91.8251,0.4,2.4,2.8,5.8,23.6,61,33.3,964.2,LIGHT_RAIN
W002372,2025-11-24 08:24:00,Meghalaya,West Jaintia Hills,25.5866,92.3336,0.2,0.7,0.9,2.1,31.9,55,15.9,878.4,CLEAR
W002373,2025-11-24 10:48:00,Sikkim,East Sikkim,27.3201,88.589,1.2,3.8,6.0,15.8,11.6,55,32.6,848.8,LIGHT_RAIN
W002374,2025-11-24 13:12:00,Sikkim,North Sikkim,27.5174,88.5306,2.4,9.0,11.5,27.6,16.3,57,15.0,774.7,LIGHT_RAIN
W002375,2025-11-24 15:36:00,Sikkim,South Sikkim,27.2766,88.4312,0.2,0.7,1.0,2.6,23.2,48,39.0,887.4,CLEAR
W002376,2025-11-24 18:00:00,Nagaland,Kohima,25.693,94.258,0.3,0.7,1.1,3.5,22.4,71,10.9,866.2,LIGHT_RAIN
W002377,2025-11-24 20:24:00,Nagaland,Dimapur,26.0368,93.8761,2.3,4.3,9.2,29.1,35.0,59,32.1,997.5,LIGHT_RAIN
W002378,2025-11-24 22:48:00,Nagaland,Mokokchung,26.1767,94.4631,1.7,4.5,5.8,13.4,24.0,73,39.2,888.5,LIGHT_RAIN
W002379,2025-11-25 01:12:00,Manipur,Imphal West,24.8178,93.7907,0.2,1.0,1.3,3.0,25.0,59,25.0,938.8,LIGHT_RAIN
W002380,2025-11-25 03:36:00,Manipur,Bishnupur,24.626,93.6277,3.4,8.4,11.3,25.2,26.5,53,39.6,934.9,LIGHT_RAIN
W002381,2025-11-25 06:00:00,Manipur,Senapati,25.1272,94.0317,3.0,8.7,11.9,38.4,26.2,61,33.0,896.3,LIGHT_RAIN
W002382,2025-11-25 08:24:00,Mizoram,Aizawl,23.8763,92.7573,0.9,3.9,5.3,13.8,29.3,50,9.9,902.3,LIGHT_RAIN
W002383,2025-11-25 10:48:00,Mizoram,Kolasib,24.2643,92.6937,1.7,3.8,7.0,19.6,32.6,73,17.1,958.0,LIGHT_RAIN
W002384,2025-11-25 13:12:00,Mizoram,Lunglei,22.9983,92.636,3.0,8.5,10.2,20.5,30.8,50,28.7,909.9,LIGHT_RAIN
W002385,2025-11-25 15:36:00,Tripura,West Tripura,23.7063,91.387,2.3,6.4,8.9,25.9,25.1,71,21.4,1011.2,LIGHT_RAIN
W002386,2025-11-25 18:00:00,Tripura,Sipahijala,23.5037,91.1912,4.0,7.0,12.0,35.4,25.3,65,33.9,1009.2,LIGHT_RAIN
W002387,2025-11-25 20:24:00,Tripura,Dhalai,23.8965,91.9212,1.1,5.6,8.2,19.7,33.6,60,42.0,1001.2,LIGHT_RAIN
W002388,2025-11-25 22:48:00,Arunachal Pradesh,Tawang,27.531,91.9222,0.2,0.5,0.9,2.7,7.9,77,20.2,723.6,CLEAR
W002389,2025-11-26 01:12:00,Arunachal Pradesh,West Kameng,27.2244,92.2702,0.2,0.7,1.1,2.9,15.0,76,32.2,795.2,LIGHT_RAIN
W002390,2025-11-26 03:36:00,Arunachal Pradesh,Papum Pare,27.1513,93.4861,2.9,7.1,9.1,24.1,23.2,70,20.4,977.4,LIGHT_RAIN
W002391,2025-11-26 06:00:00,Arunachal Pradesh,East Siang,27.996,95.2278,3.5,9.7,12.1,35.5,28.2,66,30.8,1003.4,LIGHT_RAIN
W002392,2025-11-26 08:24:00,Arunachal Pradesh,Lower Subansiri,27.5516,93.7319,0.7,2.8,3.4,8.9,30.2,52,35.3,856.9,LIGHT_RAIN
W002393,2025-11-26 10:48:00,Assam,Kamrup Metropolitan,26.0878,91.7544,1.3,2.7,4.4,11.4,31.1,58,18.1,1011.2,LIGHT_RAIN
W002394,2025-11-26 13:12:00,Assam,Kamrup Rural,26.2439,91.5819,2.4,3.9,8.3,16.9,24.4,65,28.6,1007.6,LIGHT_RAIN
W002395,2025-11-26 15:36:00,Assam,Darrang,26.3568,91.9069,2.2,4.2,8.5,19.9,29.1,77,40.0,1010.1,LIGHT_RAIN
W002396,2025-11-26 18:00:00,Assam,Sonitpur,26.7138,92.8792,0.0,0.1,0.1,0.2,31.0,51,41.3,1008.8,CLEAR
W002397,2025-11-26 20:24:00,Assam,Dibrugarh,27.586,95.045,1.4,3.5,5.5,12.6,22.3,49,22.8,1004.7,LIGHT_RAIN
W002398,2025-11-26 22:48:00,Assam,Cachar,24.9537,92.6862,1.9,3.7,7.6,20.1,23.1,52,28.7,1007.2,LIGHT_RAIN
W002399,2025-11-27 01:12:00,Assam,Nagaon,26.309,92.6201,0.2,0.7,0.9,2.6,22.8,65,35.1,1009.4,CLEAR
W002400,2025-11-27 03:36:00,Meghalaya,East Khasi Hills,25.4966,91.7998,2.4,7.6,10.5,34.2,26.4,66,13.3,862.0,LIGHT_RAIN
W002401,2025-11-27 06:00:00,Meghalaya,West Khasi Hills,25.4378,91.2419,2.0,4.9,9.7,26.4,29.2,68,37.6,892.6,LIGHT_RAIN
W002402,2025-11-27 08:24:00,Meghalaya,Ri-Bhoi,25.8547,91.9225,2.1,9.6,12.6,26.8,23.9,71,32.3,959.6,LIGHT_RAIN
W002403,2025-11-27 10:48:00,Meghalaya,West Jaintia Hills,25.3511,92.3349,1.5,4.6,8.5,28.3,29.1,61,28.8,881.5,LIGHT_RAIN
W002404,2025-11-27 13:12:00,Sikkim,East Sikkim,27.2521,88.6672,0.4,0.8,1.5,4.7,13.4,60,24.5,853.1,LIGHT_RAIN
W002405,2025-11-27 15:36:00,Sikkim,North Sikkim,27.4366,88.5027,0.5,1.3,2.2,6.6,9.6,56,20.2,772.7,LIGHT_RAIN
W002406,2025-11-27 18:00:00,Sikkim,South Sikkim,27.1007,88.354,0.1,0.4,0.5,1.1,31.9,75,12.2,889.1,CLEAR
W002407,2025-11-27 20:24:00,Nagaland,Kohima,25.5345,93.9932,1.6,5.6,7.7,20.7,22.6,64,18.7,869.7,LIGHT_RAIN
W002408,2025-11-27 22:48:00,Nagaland,Dimapur,25.897,93.6744,3.2,8.6,10.4,31.5,31.7,58,11.8,992.9,LIGHT_RAIN
W002409,2025-11-28 01:12:00,Nagaland,Mokokchung,26.1852,94.5804,0.0,0.1,0.2,0.5,30.3,74,36.0,881.9,CLEAR
W002410,2025-11-28 03:36:00,Manipur,Imphal West,24.7146,93.9294,1.6,5.7,6.8,15.5,27.7,65,23.2,937.9,LIGHT_RAIN
W002411,2025-11-28 06:00:00,Manipur,Bishnupur,24.7563,93.7064,3.3,9.4,11.4,28.1,32.8,71,18.1,937.8,LIGHT_RAIN
W002412,2025-11-28 08:24:00,Manipur,Senapati,25.2417,94.045,1.9,5.7,10.7,25.2,27.8,56,27.5,889.2,LIGHT_RAIN
W002413,2025-11-28 10:48:00,Mizoram,Aizawl,23.6969,92.8178,2.3,8.8,13.6,44.1,23.9,71,39.7,905.2,LIGHT_RAIN
W002414,2025-11-28 13:12:00,Mizoram,Kolasib,24.2148,92.6503,2.0,3.9,6.0,16.9,23.0,48,15.4,958.8,LIGHT_RAIN
W002415,2025-11-28 15:36:00,Mizoram,Lunglei,22.959,92.8603,1.0,2.9,4.1,9.3,34.8,49,40.8,912.8,LIGHT_RAIN
W002416,2025-11-28 18:00:00,Tripura,West Tripura,23.7623,91.31,0.3,0.9,1.6,4.6,25.3,51,22.2,1008.3,LIGHT_RAIN
W002417,2025-11-28 20:24:00,Tripura,Sipahijala,23.7617,91.428,2.8,6.2,8.7,22.1,29.7,56,40.3,1007.2,LIGHT_RAIN
W002418,2025-11-28 22:48:00,Tripura,Dhalai,23.9917,91.9256,1.2,5.7,6.8,16.8,29.4,70,39.8,1003.8,LIGHT_RAIN
W002419,2025-11-29 01:12:00,Arunachal Pradesh,Tawang,27.4522,91.7365,2.1,4.0,8.1,24.5,12.1,69,21.2,725.0,LIGHT_RAIN
W002420,2025-11-29 03:36:00,Arunachal Pradesh,West Kameng,27.2521,92.3155,1.3,3.6,5.1,13.7,12.5,72,25.2,803.5,LIGHT_RAIN
W002421,2025-11-29 06:00:00,Arunachal Pradesh,Papum Pare,27.002,93.5589,2.3,6.8,8.3,26.6,27.9,55,35.2,985.5,LIGHT_RAIN
W002422,2025-11-29 08:24:00,Arunachal Pradesh,East Siang,27.9431,95.2494,1.5,4.8,8.6,28.7,31.4,75,10.2,995.4,LIGHT_RAIN
W002423,2025-11-29 10:48:00,Arunachal Pradesh,Lower Subansiri,27.4015,93.7278,1.9,3.5,6.1,14.7,25.3,62,17.4,865.0,LIGHT_RAIN
W002424,2025-11-29 13:12:00,Assam,Kamrup Metropolitan,26.2041,91.86,1.0,3.1,6.1,16.2,28.7,61,21.0,1005.4,LIGHT_RAIN
W002425,2025-11-29 15:36:00,Assam,Kamrup Rural,26.1078,91.6871,3.4,9.3,11.4,23.1,29.1,64,25.7,1008.6,LIGHT_RAIN
W002426,2025-11-29 18:00:00,Assam,Darrang,26.3421,92.113,1.1,3.7,4.6,12.5,34.7,51,14.4,1002.8,LIGHT_RAIN
W002427,2025-11-29 20:24:00,Assam,Sonitpur,26.7456,92.8217,2.2,3.8,8.3,16.5,29.7,57,19.9,1004.8,LIGHT_RAIN
W002428,2025-11-29 22:48:00,Assam,Dibrugarh,27.5449,94.9379,0.3,0.9,1.6,3.9,22.4,69,10.3,1005.8,LIGHT_RAIN
W002429,2025-11-30 01:12:00,Assam,Cachar,24.7538,92.7376,0.6,1.6,3.1,7.8,33.2,70,24.0,1010.4,LIGHT_RAIN
W002430,2025-11-30 03:36:00,Assam,Nagaon,26.4207,92.8084,2.2,7.5,13.7,45.3,33.8,71,33.9,1004.8,LIGHT_RAIN
W002431,2025-11-30 06:00:00,Meghalaya,East Khasi Hills,25.4421,91.8339,0.8,3.8,4.7,10.3,31.3,66,24.1,872.0,LIGHT_RAIN
W002432,2025-11-30 08:24:00,Meghalaya,West Khasi Hills,25.4877,91.1955,4.0,9.4,13.1,25.3,27.1,72,25.1,888.8,LIGHT_RAIN
W002433,2025-11-30 10:48:00,Meghalaya,Ri-Bhoi,25.8283,92.0165,1.5,6.2,10.2,19.4,28.4,62,29.4,963.0,LIGHT_RAIN
W002434,2025-11-30 13:12:00,Meghalaya,West Jaintia Hills,25.5503,92.1895,2.1,7.0,8.9,18.9,31.1,62,14.5,887.8,LIGHT_RAIN
W002435,2025-11-30 15:36:00,Sikkim,East Sikkim,27.3857,88.5778,2.6,5.6,11.9,39.2,11.7,65,35.6,847.3,LIGHT_RAIN
W002436,2025-11-30 18:00:00,Sikkim,North Sikkim,27.5224,88.5152,3.2,8.0,10.1,25.4,13.0,67,41.9,773.3,LIGHT_RAIN
W002437,2025-11-30 20:24:00,Sikkim,South Sikkim,27.2211,88.3267,1.4,4.1,7.0,13.4,33.4,49,29.8,891.1,LIGHT_RAIN
W002438,2025-11-30 22:48:00,Nagaland,Kohima,25.7153,94.1397,0.8,1.8,3.9,11.5,29.8,52,28.7,868.0,LIGHT_RAIN
W002439,2025-12-01 01:12:00,Nagaland,Dimapur,25.9911,93.7911,4.7,10.3,13.6,26.4,23.1,75,28.8,989.4,LIGHT_RAIN
W002440,2025-12-01 03:36:00,Nagaland,Mokokchung,26.4106,94.6642,2.8,5.1,9.9,24.1,27.8,52,17.8,883.1,LIGHT_RAIN
W002441,2025-12-01 06:00:00,Manipur,Imphal West,24.691,93.7889,0.7,1.9,3.3,6.7,26.6,62,10.3,930.5,LIGHT_RAIN
W002442,2025-12-01 08:24:00,Manipur,Bishnupur,24.6369,93.7989,1.0,4.1,6.2,18.9,31.4,71,13.6,932.7,LIGHT_RAIN
W002443,2025-12-01 10:48:00,Manipur,Senapati,25.1945,93.8965,2.2,5.5,11.2,36.1,32.2,73,23.7,890.5,LIGHT_RAIN
W002444,2025-12-01 13:12:00,Mizoram,Aizawl,23.7569,92.6784,0.1,0.3,0.5,1.0,26.3,57,14.8,903.0,CLEAR
W002445,2025-12-01 15:36:00,Mizoram,Kolasib,24.3158,92.6928,0.9,4.1,7.7,19.2,30.0,62,22.9,957.1,LIGHT_RAIN
W002446,2025-12-01 18:00:00,Mizoram,Lunglei,22.864,92.6793,0.8,1.8,3.0,9.2,31.6,77,19.9,918.7,LIGHT_RAIN
W002447,2025-12-01 20:24:00,Tripura,West Tripura,23.6925,91.3584,3.5,6.8,11.2,28.3,24.4,71,26.2,1011.2,LIGHT_RAIN
W002448,2025-12-01 22:48:00,Tripura,Sipahijala,23.5228,91.2054,1.1,3.0,4.4,13.5,32.8,53,37.4,1009.8,LIGHT_RAIN
W002449,2025-12-02 01:12:00,Tripura,Dhalai,23.9916,91.9067,1.4,4.6,7.3,23.5,29.2,52,17.8,1002.3,LIGHT_RAIN
W002450,2025-12-02 03:36:00,Arunachal Pradesh,Tawang,27.7158,91.9555,3.4,7.7,13.4,29.9,7.7,55,37.6,727.8,LIGHT_RAIN
W002451,2025-12-02 06:00:00,Arunachal Pradesh,West Kameng,27.2263,92.3099,1.0,2.8,6.0,20.0,10.8,54,21.9,794.5,LIGHT_RAIN
W002452,2025-12-02 08:24:00,Arunachal Pradesh,Papum Pare,27.065,93.7607,1.2,1.9,3.7,11.8,32.1,70,39.6,986.7,LIGHT_RAIN
W002453,2025-12-02 10:48:00,Arunachal Pradesh,East Siang,28.0066,95.2962,0.9,3.9,5.9,15.0,30.7,49,21.6,1001.6,LIGHT_RAIN
W002454,2025-12-02 13:12:00,Arunachal Pradesh,Lower Subansiri,27.5959,93.9449,2.3,4.0,6.7,16.3,15.5,70,33.6,855.7,LIGHT_RAIN
W002455,2025-12-02 15:36:00,Assam,Kamrup Metropolitan,26.2326,91.7575,0.7,2.1,4.6,15.2,31.8,68,23.0,1010.0,LIGHT_RAIN
W002456,2025-12-02 18:00:00,Assam,Kamrup Rural,26.2731,91.6203,1.9,10.6,12.6,29.5,24.3,68,35.3,1011.2,LIGHT_RAIN
W002457,2025-12-02 20:24:00,Assam,Darrang,26.5302,92.0121,2.0,4.9,7.5,15.0,30.2,75,35.4,1004.7,LIGHT_RAIN
W002458,2025-12-02 22:48:00,Assam,Sonitpur,26.6343,92.6563,1.1,4.3,7.4,19.7,31.8,71,29.4,1006.4,LIGHT_RAIN
W002459,2025-12-03 01:12:00,Assam,Dibrugarh,27.4046,94.8842,0.1,0.4,0.7,1.4,32.3,50,10.0,1008.3,CLEAR
W002460,2025-12-03 03:36:00,Assam,Cachar,24.7657,92.7676,2.2,4.9,6.5,18.0,23.5,59,25.8,1006.7,LIGHT_RAIN
W002461,2025-12-03 06:00:00,Assam,Nagaon,26.2616,92.5394,0.5,1.3,1.7,3.4,30.3,66,41.0,1008.8,LIGHT_RAIN
W002462,2025-12-03 08:24:00,Meghalaya,East Khasi Hills,25.6472,91.9261,0.3,0.6,1.3,3.0,30.6,58,9.4,867.4,LIGHT_RAIN
W002463,2025-12-03 10:48:00,Meghalaya,West Khasi Hills,25.4586,91.2267,2.3,8.2,12.2,23.8,30.3,65,12.4,882.0,LIGHT_RAIN
W002464,2025-12-03 13:12:00,Meghalaya,Ri-Bhoi,25.8459,91.9768,1.4,5.4,6.7,19.0,22.5,67,18.5,963.3,LIGHT_RAIN
W002465,2025-12-03 15:36:00,Meghalaya,West Jaintia Hills,25.3632,92.2593,2.9,6.4,11.1,31.9,31.6,73,30.1,880.3,LIGHT_RAIN
W002466,2025-12-03 18:00:00,Sikkim,East Sikkim,27.3871,88.6279,0.9,5.1,7.1,21.9,27.1,64,21.7,856.4,LIGHT_RAIN
W002467,2025-12-03 20:24:00,Sikkim,North Sikkim,27.4536,88.4623,2.2,3.9,6.8,16.2,12.4,70,24.5,772.4,LIGHT_RAIN
W002468,2025-12-03 22:48:00,Sikkim,South Sikkim,27.1146,88.4024,1.3,4.3,7.3,22.4,32.0,74,30.7,891.4,LIGHT_RAIN
W002469,2025-12-04 01:12:00,Nagaland,Kohima,25.7124,94.1281,1.0,2.9,3.6,10.1,32.8,60,31.9,872.8,LIGHT_RAIN
W002470,2025-12-04 03:36:00,Nagaland,Dimapur,26.0488,93.7444,1.2,4.4,9.4,18.4,26.6,65,40.2,993.9,LIGHT_RAIN
W002471,2025-12-04 06:00:00,Nagaland,Mokokchung,26.3363,94.4835,1.4,6.4,7.7,25.1,29.2,70,35.2,879.1,LIGHT_RAIN
W002472,2025-12-04 08:24:00,Manipur,Imphal West,24.7304,93.82,1.5,4.6,5.8,11.9,22.1,65,11.7,938.5,LIGHT_RAIN
W002473,2025-12-04 10:48:00,Manipur,Bishnupur,24.7157,93.8348,1.5,4.0,6.1,15.7,23.0,72,40.4,938.6,LIGHT_RAIN
W002474,2025-12-04 13:12:00,Manipur,Senapati,25.1753,94.1301,1.0,4.3,7.0,17.6,28.9,64,15.6,893.2,LIGHT_RAIN
W002475,2025-12-04 15:36:00,Mizoram,Aizawl,23.6088,92.833,0.1,0.2,0.2,0.5,23.4,53,11.3,900.4,CLEAR
W002476,2025-12-04 18:00:00,Mizoram,Kolasib,24.2307,92.6477,0.2,0.4,0.8,2.6,27.0,52,22.9,948.6,CLEAR
W002477,2025-12-04 20:24:00,Mizoram,Lunglei,22.8159,92.8674,0.5,0.8,1.6,3.3,27.7,65,23.4,917.2,LIGHT_RAIN
W002478,2025-12-04 22:48:00,Tripura,West Tripura,23.768,91.2966,0.8,1.8,2.4,8.0,29.6,75,34.9,1011.2,LIGHT_RAIN
W002479,2025-12-05 01:12:00,Tripura,Sipahijala,23.69,91.1915,3.0,5.8,8.9,21.8,29.2,66,30.0,1008.7,LIGHT_RAIN
W002480,2025-12-05 03:36:00,Tripura,Dhalai,23.8231,91.8909,1.9,5.5,8.6,19.3,24.9,70,34.3,997.6,LIGHT_RAIN
W002481,2025-12-05 06:00:00,Arunachal Pradesh,Tawang,27.5871,91.7336,0.3,1.1,1.3,2.8,17.3,72,17.0,727.7,LIGHT_RAIN
W002482,2025-12-05 08:24:00,Arunachal Pradesh,West Kameng,27.212,92.3409,2.3,6.2,12.7,32.1,6.9,55,34.0,796.4,LIGHT_RAIN
W002483,2025-12-05 10:48:00,Arunachal Pradesh,Papum Pare,27.236,93.4734,1.1,2.9,5.2,12.6,30.6,70,12.9,980.3,LIGHT_RAIN
W002484,2025-12-05 13:12:00,Arunachal Pradesh,East Siang,28.0816,95.435,2.7,8.7,12.6,37.7,26.8,50,30.9,993.3,LIGHT_RAIN
W002485,2025-12-05 15:36:00,Arunachal Pradesh,Lower Subansiri,27.6169,93.7518,2.6,6.3,8.0,26.4,32.6,64,16.6,860.3,LIGHT_RAIN
W002486,2025-12-05 18:00:00,Assam,Kamrup Metropolitan,26.0913,91.6741,2.2,3.6,7.1,19.9,32.5,72,23.1,1002.5,LIGHT_RAIN
W002487,2025-12-05 20:24:00,Assam,Kamrup Rural,26.1728,91.6171,2.8,6.2,8.3,19.7,24.3,62,22.2,1007.9,LIGHT_RAIN
W002488,2025-12-05 22:48:00,Assam,Darrang,26.5938,92.0311,2.3,7.0,9.9,20.6,27.7,73,38.4,1011.2,LIGHT_RAIN
W002489,2025-12-06 01:12:00,Assam,Sonitpur,26.7454,92.9153,0.0,0.0,0.0,0.0,24.5,52,20.0,1008.4,CLEAR
W002490,2025-12-06 03:36:00,Assam,Dibrugarh,27.3249,94.7717,1.3,2.7,5.4,17.9,31.4,72,15.1,1000.1,LIGHT_RAIN
W002491,2025-12-06 06:00:00,Assam,Cachar,24.8244,92.7445,0.5,2.6,3.6,8.7,33.0,65,20.0,1006.8,LIGHT_RAIN
W002492,2025-12-06 08:24:00,Assam,Nagaon,26.41,92.5703,4.2,9.1,13.0,39.8,33.3,58,20.5,1003.1,LIGHT_RAIN
W002493,2025-12-06 10:48:00,Meghalaya,East Khasi Hills,25.6432,91.8749,3.0,6.0,12.6,41.0,30.4,63,13.8,862.8,LIGHT_RAIN
W002494,2025-12-06 13:12:00,Meghalaya,West Khasi Hills,25.4795,91.3567,0.0,0.1,0.2,0.5,24.7,48,30.6,884.0,CLEAR
W002495,2025-12-06 15:36:00,Meghalaya,Ri-Bhoi,26.0282,91.9188,1.6,6.1,9.2,18.9,32.2,52,24.0,959.7,LIGHT_RAIN
W002496,2025-12-06 18:00:00,Meghalaya,West Jaintia Hills,25.3438,92.1287,1.1,5.1,6.3,13.2,27.8,69,22.9,878.5,LIGHT_RAIN
W002497,2025-12-06 20:24:00,Sikkim,East Sikkim,27.4055,88.5664,1.6,5.0,6.1,18.9,16.4,65,36.7,849.1,LIGHT_RAIN
W002498,2025-12-06 22:48:00,Sikkim,North Sikkim,27.5887,88.463,2.6,6.7,10.7,31.7,15.2,65,13.1,777.8,LIGHT_RAIN
W002499,2025-12-07 01:12:00,Sikkim,South Sikkim,27.1575,88.4127,1.5,5.6,8.1,25.0,24.6,62,29.7,882.3,LIGHT_RAIN
W002500,2025-12-07 03:36:00,Nagaland,Kohima,25.6137,94.092,2.4,5.4,6.9,20.9,27.2,63,32.1,868.2,LIGHT_RAIN
W002501,2025-12-07 06:00:00,Arunachal Pradesh,Tawang,27.6279,91.7169,2.7,6.9,8.4,20.1,11.1,60,22.9,731.5,LIGHT_RAIN
W002502,2025-12-07 08:24:00,Arunachal Pradesh,West Kameng,27.1452,92.4881,2.1,3.2,7.0,14.1,7.9,69,34.4,796.7,LIGHT_RAIN
W002503,2025-12-07 10:48:00,Arunachal Pradesh,Papum Pare,26.9593,93.5322,2.8,8.4,12.2,29.4,25.9,75,26.9,981.4,LIGHT_RAIN
W002504,2025-12-07 13:12:00,Arunachal Pradesh,East Siang,28.1308,95.3864,1.2,3.7,7.5,17.8,34.6,76,32.8,998.7,LIGHT_RAIN
W002505,2025-12-07 15:36:00,Arunachal Pradesh,Lower Subansiri,27.6428,93.6819,1.0,4.4,7.2,19.5,6.6,55,12.6,856.1,LIGHT_RAIN
W002506,2025-12-07 18:00:00,Assam,Kamrup Metropolitan,26.0779,91.6508,0.1,0.6,0.8,2.1,32.9,70,28.9,1004.2,CLEAR
W002507,2025-12-07 20:24:00,Assam,Kamrup Rural,26.064,91.6662,4.2,5.9,12.2,29.7,32.1,68,16.2,1005.9,LIGHT_RAIN
W002508,2025-12-07 22:48:00,Assam,Darrang,26.4398,91.9184,2.2,4.0,6.8,15.4,32.5,73,27.7,1002.4,LIGHT_RAIN
W002509,2025-12-08 01:12:00,Assam,Sonitpur,26.7326,92.8282,0.3,0.9,1.2,2.3,27.5,53,32.3,1000.7,LIGHT_RAIN
W002510,2025-12-08 03:36:00,Assam,Dibrugarh,27.3437,94.9604,0.9,2.3,4.9,10.3,33.9,67,35.5,998.9,LIGHT_RAIN
W002511,2025-12-08 06:00:00,Assam,Cachar,24.7531,92.6592,1.5,2.9,4.4,12.4,23.9,75,19.5,1011.2,LIGHT_RAIN
W002512,2025-12-08 08:24:00,Assam,Nagaon,26.244,92.6406,2.2,6.5,8.9,28.5,33.6,76,11.4,1004.5,LIGHT_RAIN
W002513,2025-12-08 10:48:00,Meghalaya,East Khasi Hills,25.6232,91.926,2.0,5.2,11.1,28.0,22.8,63,9.1,871.0,LIGHT_RAIN
W002514,2025-12-08 13:12:00,Meghalaya,West Khasi Hills,25.4987,91.191,1.0,3.1,4.5,12.5,34.0,48,12.6,882.1,LIGHT_RAIN
W002515,2025-12-08 15:36:00,Meghalaya,Ri-Bhoi,25.9554,91.9829,2.1,4.0,8.6,29.2,28.2,58,37.5,955.5,LIGHT_RAIN
W002516,2025-12-08 18:00:00,Meghalaya,West Jaintia Hills,25.5415,92.1703,1.2,4.9,5.9,11.6,28.9,60,11.2,888.0,LIGHT_RAIN
W002517,2025-12-08 20:24:00,Sikkim,East Sikkim,27.4518,88.5509,1.8,3.9,5.5,11.8,9.8,61,15.7,849.2,LIGHT_RAIN
W002518,2025-12-08 22:48:00,Sikkim,North Sikkim,27.5429,88.4429,1.8,10.0,13.8,35.6,17.1,70,27.7,777.3,LIGHT_RAIN
W002519,2025-12-09 01:12:00,Sikkim,South Sikkim,27.0988,88.3754,0.3,2.2,2.7,5.8,33.9,58,34.9,880.5,LIGHT_RAIN
W002520,2025-12-09 03:36:00,Nagaland,Kohima,25.8243,94.0001,1.5,7.2,9.3,24.4,30.2,77,39.8,871.8,LIGHT_RAIN
W002521,2025-12-09 06:00:00,Nagaland,Dimapur,25.7897,93.7657,1.6,4.0,6.9,19.9,30.1,69,36.7,990.1,LIGHT_RAIN
W002522,2025-12-09 08:24:00,Nagaland,Mokokchung,26.2904,94.5488,1.2,4.5,8.6,19.3,23.5,57,13.9,883.9,LIGHT_RAIN
W002523,2025-12-09 10:48:00,Manipur,Imphal West,24.9252,93.7902,2.6,4.3,8.3,22.9,30.7,53,34.2,933.1,LIGHT_RAIN
W002524,2025-12-09 13:12:00,Manipur,Bishnupur,24.7077,93.8451,0.5,2.5,3.6,11.4,25.2,68,36.8,939.4,LIGHT_RAIN
W002525,2025-12-09 15:36:00,Manipur,Senapati,25.2461,94.1461,1.2,2.5,4.1,9.2,23.1,64,34.8,885.6,LIGHT_RAIN
