network_id,timestamp,state,district,latitude,longitude,operator,network_type,availability_percent,signal_dbm,download_mbps,upload_mbps,latency_ms,packet_loss_percent,call_drop_percent,status,confidence
N002007,2026-06-22 12:18:00,Manipur,Imphal West,24.7211,93.8193,Airtel,4G,78,-94,10.2,3.8,120,4.0,2.2,OK,0.96
N002008,2026-06-22 12:21:00,Manipur,Bishnupur,24.6029,93.6338,Jio,5G,94,-58,32.9,28.1,32,0.6,0.3,GOOD,0.91
N002009,2026-06-22 12:24:00,Manipur,Senapati,25.3207,94.0029,Jio,3G,86,-87,13.3,3.6,103,5.2,2.9,POOR,0.86
N002010,2026-06-22 12:27:00,Mizoram,Aizawl,23.8617,92.6113,BSNL,2G,77,-92,15.8,2.9,76,2.2,1.2,POOR,0.87
N002011,2026-06-22 12:30:00,Mizoram,Kolasib,24.2503,92.6441,Jio,5G,94,-66,41.8,29.0,25,1.4,0.8,GOOD,0.92
N002012,2026-06-22 12:33:00,Mizoram,Lunglei,23.0236,92.654,Airtel,2G,67,-78,10.4,3.6,90,6.0,3.3,POOR,0.95
N002013,2026-06-22 12:36:00,Tripura,West Tripura,23.8866,91.2178,BSNL,4G,95,-66,128.6,24.0,22,0.7,0.4,GOOD,0.98
N002014,2026-06-22 12:39:00,Tripura,Sipahijala,23.5672,91.1865,Airtel,5G,97,-52,81.1,21.5,45,0.1,0.1,GOOD,0.86
N002015,2026-06-22 12:42:00,Tripura,Dhalai,23.8574,91.9009,Airtel,4G,99,-61,127.4,27.3,27,0.9,0.5,GOOD,0.86
N002016,2026-06-22 12:45:00,Arunachal Pradesh,Tawang,27.7046,91.838,BSNL,NO_SERVICE,30,-104,1.11,0.16,372,17.3,9.5,NO_NETWORK,0.88
N002017,2026-06-22 12:48:00,Arunachal Pradesh,West Kameng,27.3971,92.4104,Jio,NO_SERVICE,26,-102,1.16,0.33,345,20.8,11.4,NO_NETWORK,0.9
N002018,2026-06-22 12:51:00,Arunachal Pradesh,Papum Pare,27.1594,93.573,BSNL,5G,92,-53,68.5,34.1,26,0.7,0.4,GOOD,0.85
N002019,2026-06-22 12:54:00,Arunachal Pradesh,East Siang,28.0843,95.4441,Jio,4G,92,-54,50.8,19.4,21,1.3,0.7,GOOD,0.95
N002020,2026-06-22 12:57:00,Arunachal Pradesh,Lower Subansiri,27.585,93.7771,Airtel,3G,80,-87,13.0,2.3,126,4.2,2.3,POOR,0.91
N002021,2026-06-22 13:00:00,Assam,Kamrup Metropolitan,26.2155,91.6812,Airtel,5G,99,-69,102.4,14.8,33,1.0,0.6,GOOD,0.9
N002022,2026-06-22 13:03:00,Assam,Kamrup Rural,26.1848,91.5069,Jio,4G,96,-63,43.5,22.6,24,1.1,0.6,GOOD,0.93
N002023,2026-06-22 13:06:00,Assam,Darrang,26.4582,91.8821,BSNL,5G,97,-57,57.0,11.7,40,0.7,0.4,GOOD,0.88
N002024,2026-06-22 13:09:00,Assam,Sonitpur,26.6741,92.8343,BSNL,5G,100,-63,71.1,18.3,26,0.8,0.4,GOOD,0.93
N002025,2026-06-22 13:12:00,Assam,Dibrugarh,27.6165,94.8881,Airtel,4G,98,-73,29.4,27.4,26,0.5,0.3,GOOD,0.88
N002026,2026-06-22 13:15:00,Assam,Cachar,24.7481,92.6918,BSNL,5G,93,-66,28.2,22.8,44,0.7,0.4,GOOD,0.95
N002027,2026-06-22 13:18:00,Assam,Nagaon,26.1995,92.7781,BSNL,4G,98,-56,30.5,38.8,39,0.4,0.2,GOOD,0.97
N002028,2026-06-22 13:21:00,Meghalaya,East Khasi Hills,25.6745,91.7807,Airtel,4G,85,-97,13.7,2.9,89,3.1,1.7,OK,0.9
N002029,2026-06-22 13:24:00,Meghalaya,West Khasi Hills,25.4831,91.2157,Jio,3G,88,-94,5.0,1.7,80,3.0,1.7,POOR,0.97
N002030,2026-06-22 13:27:00,Meghalaya,Ri-Bhoi,25.8507,92.0079,BSNL,4G,100,-69,33.6,33.9,45,0.2,0.1,GOOD,0.98
N002031,2026-06-22 13:30:00,Meghalaya,West Jaintia Hills,25.4785,92.2128,BSNL,3G,79,-92,15.7,1.6,87,5.2,2.9,POOR,0.85
N002032,2026-06-22 13:33:00,Sikkim,East Sikkim,27.393,88.6467,Airtel,3G,88,-78,9.3,2.5,130,3.6,2.0,POOR,0.96
N002033,2026-06-22 13:36:00,Sikkim,North Sikkim,27.6071,88.6986,BSNL,3G,31,-94,0.24,0.02,397,29.5,16.2,POOR,0.89
N002034,2026-06-22 13:39:00,Sikkim,South Sikkim,27.0249,88.4797,BSNL,3G,69,-82,14.6,4.7,85,5.3,2.9,POOR,0.87
N002035,2026-06-22 13:42:00,Nagaland,Kohima,25.8033,93.9885,Airtel,3G,75,-87,5.8,1.3,89,5.6,3.1,POOR,0.89
N002036,2026-06-22 13:45:00,Nagaland,Dimapur,25.9571,93.833,BSNL,5G,92,-69,45.8,20.6,29,0.7,0.4,GOOD,0.87
N002037,2026-06-22 13:48:00,Nagaland,Mokokchung,26.2893,94.4287,Airtel,2G,87,-88,7.6,2.9,89,4.6,2.5,POOR,0.95
N002038,2026-06-22 13:51:00,Manipur,Imphal West,24.9051,93.926,Jio,3G,82,-95,8.4,1.3,73,5.7,3.1,POOR,0.86
N002039,2026-06-22 13:54:00,Manipur,Bishnupur,24.7047,93.6168,BSNL,5G,97,-56,34.8,23.4,29,0.5,0.3,GOOD,0.91
N002040,2026-06-22 13:57:00,Manipur,Senapati,25.1903,94.0576,Jio,2G,82,-90,12.3,4.0,106,6.0,3.3,POOR,0.95
N002041,2026-06-22 14:00:00,Mizoram,Aizawl,23.7015,92.6401,BSNL,3G,70,-85,4.0,4.9,94,5.1,2.8,POOR,0.97
N002042,2026-06-22 14:03:00,Mizoram,Kolasib,24.0779,92.7672,BSNL,4G,95,-61,74.5,39.2,23,0.2,0.1,GOOD,0.93
N002043,2026-06-22 14:06:00,Mizoram,Lunglei,22.91,92.6905,Jio,4G,73,-83,6.4,4.2,103,5.2,2.9,OK,0.86
N002044,2026-06-22 14:09:00,Tripura,West Tripura,23.9735,91.1946,Airtel,5G,97,-65,40.2,20.5,43,1.3,0.7,GOOD,0.89
N002045,2026-06-22 14:12:00,Tripura,Sipahijala,23.7646,91.2907,Airtel,5G,92,-58,90.4,9.3,21,0.2,0.1,GOOD,0.9
N002046,2026-06-22 14:15:00,Tripura,Dhalai,23.7521,91.9713,BSNL,5G,93,-76,89.4,10.0,41,0.4,0.2,GOOD,0.97
N002047,2026-06-22 14:18:00,Arunachal Pradesh,Tawang,27.6491,91.7473,BSNL,3G,34,-108,0.0,0.13,338,21.6,11.9,POOR,0.85
N002048,2026-06-22 14:21:00,Arunachal Pradesh,West Kameng,27.3674,92.4541,BSNL,NO_SERVICE,49,-113,1.69,0.28,624,22.8,12.5,NO_NETWORK,0.87
N002049,2026-06-22 14:24:00,Arunachal Pradesh,Papum Pare,27.0471,93.4946,Jio,5G,97,-55,83.6,36.8,38,0.8,0.4,GOOD,0.87
N002050,2026-06-22 14:27:00,Arunachal Pradesh,East Siang,28.094,95.1843,Airtel,5G,96,-68,120.5,31.1,36,0.5,0.3,GOOD,0.96
N002051,2026-06-22 14:30:00,Arunachal Pradesh,Lower Subansiri,27.5715,93.6876,Airtel,2G,89,-78,14.8,3.0,88,2.5,1.4,POOR,0.91
N002052,2026-06-22 14:33:00,Assam,Kamrup Metropolitan,26.184,91.6936,BSNL,5G,96,-76,115.4,13.3,26,0.5,0.3,GOOD,0.92
N002053,2026-06-22 14:36:00,Assam,Kamrup Rural,26.0931,91.6641,Airtel,5G,93,-71,50.0,38.2,20,1.2,0.7,GOOD,0.88
N002054,2026-06-22 14:39:00,Assam,Darrang,26.5331,92.0788,Jio,5G,98,-72,75.6,14.7,28,0.6,0.3,GOOD,0.86
N002055,2026-06-22 14:42:00,Assam,Sonitpur,26.4907,92.938,Jio,5G,93,-63,56.8,35.9,30,0.3,0.2,GOOD,0.91
N002056,2026-06-22 14:45:00,Assam,Dibrugarh,27.5016,94.7941,BSNL,5G,97,-69,62.6,41.0,48,0.2,0.1,GOOD,0.92
N002057,2026-06-22 14:48:00,Assam,Cachar,24.7065,92.8823,BSNL,4G,96,-67,100.0,21.9,19,0.5,0.3,GOOD,0.92
N002058,2026-06-22 14:51:00,Assam,Nagaon,26.3425,92.5406,Jio,4G,96,-70,77.8,35.8,31,0.8,0.4,GOOD,0.92
N002059,2026-06-22 14:54:00,Meghalaya,East Khasi Hills,25.4919,91.8693,Airtel,3G,67,-84,4.7,3.3,120,6.5,3.6,POOR,0.9
N002060,2026-06-22 14:57:00,Meghalaya,West Khasi Hills,25.6026,91.1639,Jio,4G,76,-86,15.1,1.4,90,3.5,1.9,OK,0.94
N002061,2026-06-22 15:00:00,Meghalaya,Ri-Bhoi,25.9394,91.9864,Airtel,4G,92,-52,76.1,12.6,26,1.2,0.7,GOOD,0.86
N002062,2026-06-22 15:03:00,Meghalaya,West Jaintia Hills,25.4452,92.2342,Airtel,3G,72,-89,8.0,4.2,75,2.7,1.5,POOR,0.86
N002063,2026-06-22 15:06:00,Sikkim,East Sikkim,27.2653,88.493,Airtel,2G,83,-90,11.6,3.9,138,2.5,1.4,POOR,0.87
N002064,2026-06-22 15:09:00,Sikkim,North Sikkim,27.5035,88.4457,Airtel,2G,17,-98,0.79,0.33,510,30.0,16.5,POOR,0.92
N002065,2026-06-22 15:12:00,Sikkim,South Sikkim,27.0288,88.2416,Jio,2G,84,-78,5.0,3.5,130,4.6,2.5,POOR,0.94
N002066,2026-06-22 15:15:00,Nagaland,Kohima,25.6054,94.1031,Airtel,3G,83,-85,14.1,4.2,94,6.4,3.5,POOR,0.96
N002067,2026-06-22 15:18:00,Nagaland,Dimapur,25.8451,93.8011,Jio,4G,98,-60,43.2,18.1,43,0.2,0.1,GOOD,0.9
N002068,2026-06-22 15:21:00,Nagaland,Mokokchung,26.4517,94.445,Jio,2G,66,-78,4.8,2.8,108,1.9,1.0,POOR,0.89
N002069,2026-06-22 15:24:00,Manipur,Imphal West,24.7513,93.9046,Airtel,5G,99,-56,82.5,22.4,48,1.2,0.7,GOOD,0.94
N002070,2026-06-22 15:27:00,Manipur,Bishnupur,24.5321,93.6762,Jio,4G,78,-84,9.4,2.1,124,1.9,1.0,OK,0.92
N002071,2026-06-22 15:30:00,Manipur,Senapati,25.2371,94.0841,Jio,4G,74,-83,12.1,4.2,113,2.5,1.4,OK,0.94
N002072,2026-06-22 15:33:00,Mizoram,Aizawl,23.692,92.6275,Jio,4G,79,-78,7.1,2.9,76,4.4,2.4,OK,0.96
N002073,2026-06-22 15:36:00,Mizoram,Kolasib,24.0893,92.5802,BSNL,5G,100,-53,103.6,33.5,28,0.8,0.4,GOOD,0.85
N002074,2026-06-22 15:39:00,Mizoram,Lunglei,22.8529,92.7712,Jio,2G,83,-90,9.3,2.9,140,4.6,2.5,POOR,0.9
N002075,2026-06-22 15:42:00,Tripura,West Tripura,23.7872,91.1458,Jio,5G,99,-73,35.9,18.8,40,0.1,0.1,GOOD,0.88
N002076,2026-06-22 15:45:00,Tripura,Sipahijala,23.5408,91.2356,Airtel,4G,98,-66,73.1,38.9,21,1.0,0.6,GOOD,0.95
N002077,2026-06-22 15:48:00,Tripura,Dhalai,23.9339,91.7367,Airtel,4G,98,-64,28.2,37.0,32,0.9,0.5,GOOD,0.94
N002078,2026-06-22 15:51:00,Arunachal Pradesh,Tawang,27.5002,91.8796,Jio,2G,32,-104,0.07,0.37,656,20.6,11.3,POOR,0.93
N002079,2026-06-22 15:54:00,Arunachal Pradesh,West Kameng,27.2302,92.4464,Airtel,2G,52,-108,1.59,0.18,382,15.0,8.2,POOR,0.88
N002080,2026-06-22 15:57:00,Arunachal Pradesh,Papum Pare,27.1653,93.7505,Jio,4G,95,-70,39.3,24.7,41,0.3,0.2,GOOD,0.86
N002081,2026-06-22 16:00:00,Arunachal Pradesh,East Siang,28.1838,95.3025,Jio,5G,97,-74,103.0,34.7,42,1.4,0.8,GOOD,0.92
N002082,2026-06-22 16:03:00,Arunachal Pradesh,Lower Subansiri,27.4594,93.6949,Airtel,4G,86,-86,9.3,4.9,141,3.4,1.9,OK,0.96
N002083,2026-06-22 16:06:00,Assam,Kamrup Metropolitan,26.1209,91.6234,Jio,5G,92,-59,67.8,16.9,46,0.6,0.3,GOOD,0.92
N002084,2026-06-22 16:09:00,Assam,Kamrup Rural,26.1059,91.4184,Jio,5G,94,-61,90.5,12.4,20,0.2,0.1,GOOD,0.89
N002085,2026-06-22 16:12:00,Assam,Darrang,26.5984,92.1545,BSNL,5G,92,-66,83.0,35.4,26,1.0,0.6,GOOD,0.86
N002086,2026-06-22 16:15:00,Assam,Sonitpur,26.4949,92.8026,BSNL,5G,93,-71,98.6,37.4,41,0.3,0.2,GOOD,0.92
N002087,2026-06-22 16:18:00,Assam,Dibrugarh,27.3436,94.7905,Airtel,5G,97,-68,59.7,36.3,19,0.9,0.5,GOOD,0.89
N002088,2026-06-22 16:21:00,Assam,Cachar,24.7785,92.7326,Jio,5G,94,-70,37.5,19.6,40,0.6,0.3,GOOD,0.96
N002089,2026-06-22 16:24:00,Assam,Nagaon,26.3789,92.652,Jio,5G,96,-72,57.8,16.1,37,0.3,0.2,GOOD,0.86
N002090,2026-06-22 16:27:00,Meghalaya,East Khasi Hills,25.6211,92.0164,Jio,2G,85,-78,5.3,1.3,68,5.7,3.1,POOR,0.93
N002091,2026-06-22 16:30:00,Meghalaya,West Khasi Hills,25.3688,91.1244,BSNL,2G,87,-79,7.2,4.0,134,5.0,2.8,POOR,0.86
N002092,2026-06-22 16:33:00,Meghalaya,Ri-Bhoi,26.0084,91.9473,BSNL,4G,95,-71,123.1,41.3,30,0.9,0.5,GOOD,0.9
N002093,2026-06-22 16:36:00,Meghalaya,West Jaintia Hills,25.5707,92.1607,BSNL,4G,71,-84,10.2,1.4,92,3.2,1.8,OK,0.88
N002094,2026-06-22 16:39:00,Sikkim,East Sikkim,27.3954,88.4722,Jio,3G,74,-80,4.9,2.3,65,6.0,3.3,POOR,0.89
N002095,2026-06-22 16:42:00,Sikkim,North Sikkim,27.6341,88.4225,Airtel,NO_SERVICE,38,-107,0.57,0.12,570,24.0,13.2,NO_NETWORK,0.86
N002096,2026-06-22 16:45:00,Sikkim,South Sikkim,27.1339,88.4096,BSNL,3G,87,-95,7.9,2.1,66,1.8,1.0,POOR,0.87
N002097,2026-06-22 16:48:00,Nagaland,Kohima,25.563,94.2172,Airtel,2G,68,-85,6.1,3.7,140,6.3,3.5,POOR,0.87
N002098,2026-06-22 16:51:00,Nagaland,Dimapur,26.0254,93.7686,Airtel,5G,98,-52,39.2,34.4,29,0.7,0.4,GOOD,0.91
N002099,2026-06-22 16:54:00,Nagaland,Mokokchung,26.3484,94.5684,Jio,3G,71,-94,9.6,3.9,105,2.0,1.1,POOR,0.97
N002100,2026-06-22 16:57:00,Manipur,Imphal West,24.7347,93.8659,BSNL,5G,96,-56,75.0,20.5,24,1.1,0.6,GOOD,0.85
N002101,2026-06-22 17:00:00,Manipur,Bishnupur,24.7331,93.6872,Airtel,5G,97,-54,92.5,9.7,23,0.4,0.2,GOOD,0.92
N002102,2026-06-22 17:03:00,Manipur,Senapati,25.1334,94.1515,Airtel,4G,87,-95,5.9,2.2,95,3.1,1.7,OK,0.93
N002103,2026-06-22 17:06:00,Mizoram,Aizawl,23.7175,92.6831,Jio,2G,69,-82,5.7,4.5,75,5.3,2.9,POOR,0.9
N002104,2026-06-22 17:09:00,Mizoram,Kolasib,24.2472,92.6883,Airtel,5G,100,-59,118.8,9.0,37,0.8,0.4,GOOD,0.89
N002105,2026-06-22 17:12:00,Mizoram,Lunglei,22.9426,92.7866,Airtel,3G,76,-85,11.2,3.9,93,3.4,1.9,POOR,0.96
N002106,2026-06-22 17:15:00,Tripura,West Tripura,23.7471,91.2459,BSNL,4G,92,-75,83.9,12.2,39,0.6,0.3,GOOD,0.97
N002107,2026-06-22 17:18:00,Tripura,Sipahijala,23.719,91.2184,BSNL,4G,98,-76,82.6,14.2,20,0.7,0.4,GOOD,0.89
N002108,2026-06-22 17:21:00,Tripura,Dhalai,23.9854,91.8732,Jio,5G,96,-61,89.2,33.0,23,0.3,0.2,GOOD,0.93
N002109,2026-06-22 17:24:00,Arunachal Pradesh,Tawang,27.6596,91.7816,BSNL,NO_SERVICE,49,-94,1.04,0.24,437,24.2,13.3,NO_NETWORK,0.9
N002110,2026-06-22 17:27:00,Arunachal Pradesh,West Kameng,27.2574,92.4252,Airtel,NO_SERVICE,51,-103,0.52,0.42,486,26.2,14.4,NO_NETWORK,0.91
N002111,2026-06-22 17:30:00,Arunachal Pradesh,Papum Pare,26.9756,93.596,BSNL,5G,94,-65,122.5,20.5,42,1.2,0.7,GOOD,0.88
N002112,2026-06-22 17:33:00,Arunachal Pradesh,East Siang,28.0161,95.3084,Jio,4G,98,-73,73.2,41.5,28,0.4,0.2,GOOD,0.89
N002113,2026-06-22 17:36:00,Arunachal Pradesh,Lower Subansiri,27.6196,93.8068,Jio,3G,89,-84,14.6,4.6,139,4.2,2.3,POOR,0.97
N002114,2026-06-22 17:39:00,Assam,Kamrup Metropolitan,26.0773,91.7684,BSNL,5G,98,-59,52.9,13.5,27,1.1,0.6,GOOD,0.88
N002115,2026-06-22 17:42:00,Assam,Kamrup Rural,26.2289,91.6997,Airtel,4G,100,-76,122.8,41.3,20,1.2,0.7,GOOD,0.87
N002116,2026-06-22 17:45:00,Assam,Darrang,26.4746,91.9526,Jio,4G,93,-60,67.1,22.9,43,0.9,0.5,GOOD,0.9
N002117,2026-06-22 17:48:00,Assam,Sonitpur,26.6699,92.8573,Airtel,4G,98,-63,28.7,31.9,36,0.8,0.4,GOOD,0.95
N002118,2026-06-22 17:51:00,Assam,Dibrugarh,27.57,94.9695,Airtel,5G,99,-58,106.3,22.2,30,0.4,0.2,GOOD,0.93
N002119,2026-06-22 17:54:00,Assam,Cachar,24.7876,92.7153,Airtel,4G,92,-63,44.1,26.4,38,0.6,0.3,GOOD,0.95
N002120,2026-06-22 17:57:00,Assam,Nagaon,26.2507,92.8063,BSNL,4G,98,-54,108.9,12.1,34,0.8,0.4,GOOD,0.96
N002121,2026-06-22 18:00:00,Meghalaya,East Khasi Hills,25.7008,91.8149,Airtel,4G,85,-94,4.5,3.1,104,2.0,1.1,OK,0.97
N002122,2026-06-22 18:03:00,Meghalaya,West Khasi Hills,25.4596,91.2466,BSNL,2G,78,-91,8.0,4.0,70,5.3,2.9,POOR,0.97
N002123,2026-06-22 18:06:00,Meghalaya,Ri-Bhoi,25.7562,92.0223,Airtel,5G,92,-57,82.3,24.1,46,1.2,0.7,GOOD,0.87
N002124,2026-06-22 18:09:00,Meghalaya,West Jaintia Hills,25.5559,92.2282,BSNL,3G,70,-94,4.2,4.7,113,3.5,1.9,POOR,0.95
N002125,2026-06-22 18:12:00,Sikkim,East Sikkim,27.2632,88.4893,Jio,3G,81,-89,15.7,1.4,110,5.3,2.9,POOR,0.97
N002126,2026-06-22 18:15:00,Sikkim,North Sikkim,27.4372,88.4685,Jio,3G,20,-113,1.5,0.4,518,32.0,17.6,POOR,0.86
N002127,2026-06-22 18:18:00,Sikkim,South Sikkim,27.0482,88.2914,BSNL,3G,79,-94,6.9,3.7,112,3.6,2.0,POOR,0.95
N002128,2026-06-22 18:21:00,Nagaland,Kohima,25.6303,94.1223,Jio,2G,73,-83,10.7,2.2,65,4.3,2.4,POOR,0.87
N002129,2026-06-22 18:24:00,Nagaland,Dimapur,25.7609,93.6833,Airtel,4G,100,-74,40.8,13.9,43,1.2,0.7,GOOD,0.85
N002130,2026-06-22 18:27:00,Nagaland,Mokokchung,26.3742,94.6295,Jio,3G,81,-85,5.9,3.9,141,5.4,3.0,POOR,0.91
N002131,2026-06-22 18:30:00,Manipur,Imphal West,24.8727,94.0053,BSNL,5G,93,-67,111.4,40.3,40,1.3,0.7,GOOD,0.93
N002132,2026-06-22 18:33:00,Manipur,Bishnupur,24.5485,93.9127,BSNL,4G,92,-60,54.8,26.4,33,0.8,0.4,GOOD,0.93
N002133,2026-06-22 18:36:00,Manipur,Senapati,25.3323,94.152,Jio,2G,77,-82,14.7,3.8,102,2.4,1.3,POOR,0.93
N002134,2026-06-22 18:39:00,Mizoram,Aizawl,23.8533,92.6809,Jio,4G,76,-78,9.7,3.0,86,3.7,2.0,OK,0.9
N002135,2026-06-22 18:42:00,Mizoram,Kolasib,24.2736,92.7998,Airtel,5G,99,-65,71.7,34.2,28,1.2,0.7,GOOD,0.97
N002136,2026-06-22 18:45:00,Mizoram,Lunglei,22.7825,92.8631,Jio,3G,84,-87,11.1,2.1,99,2.7,1.5,POOR,0.86
N002137,2026-06-22 18:48:00,Tripura,West Tripura,23.8067,91.435,BSNL,4G,94,-69,38.5,28.0,44,0.4,0.2,GOOD,0.96
N002138,2026-06-22 18:51:00,Tripura,Sipahijala,23.6956,91.4123,Jio,5G,97,-75,95.8,32.8,30,1.1,0.6,GOOD,0.9
N002139,2026-06-22 18:54:00,Tripura,Dhalai,23.9904,91.9377,BSNL,5G,100,-69,85.3,23.0,21,0.9,0.5,GOOD,0.91
N002140,2026-06-22 18:57:00,Arunachal Pradesh,Tawang,27.7143,91.7535,Airtel,NO_SERVICE,47,-113,1.54,0.26,558,27.4,15.1,NO_NETWORK,0.94
N002141,2026-06-22 19:00:00,Arunachal Pradesh,West Kameng,27.3016,92.4652,Jio,3G,21,-100,1.5,0.47,655,20.6,11.3,POOR,0.95
N002142,2026-06-22 19:03:00,Arunachal Pradesh,Papum Pare,27.0388,93.6028,Jio,5G,99,-57,99.4,26.1,21,1.3,0.7,GOOD,0.88
N002143,2026-06-22 19:06:00,Arunachal Pradesh,East Siang,27.932,95.2677,BSNL,5G,99,-68,54.5,30.9,29,1.2,0.7,GOOD,0.86
N002144,2026-06-22 19:09:00,Arunachal Pradesh,Lower Subansiri,27.415,93.7213,Airtel,3G,67,-89,10.5,2.6,72,1.8,1.0,POOR,0.95
N002145,2026-06-22 19:12:00,Assam,Kamrup Metropolitan,26.1941,91.8169,Airtel,5G,99,-76,124.2,30.7,37,0.8,0.4,GOOD,0.88
N002146,2026-06-22 19:15:00,Assam,Kamrup Rural,26.0778,91.6319,Jio,5G,100,-68,68.7,19.6,31,0.5,0.3,GOOD,0.92
N002147,2026-06-22 19:18:00,Assam,Darrang,26.3677,92.023,Jio,5G,92,-67,119.8,17.5,30,0.9,0.5,GOOD,0.95
N002148,2026-06-22 19:21:00,Assam,Sonitpur,26.5997,92.7623,BSNL,4G,95,-74,128.0,24.7,32,0.8,0.4,GOOD,0.85
N002149,2026-06-22 19:24:00,Assam,Dibrugarh,27.4134,94.8552,BSNL,5G,93,-75,56.5,12.7,22,1.3,0.7,GOOD,0.93
N002150,2026-06-22 19:27:00,Assam,Cachar,24.9246,92.6707,Jio,5G,98,-52,81.8,39.7,41,0.2,0.1,GOOD,0.93
N002151,2026-06-22 19:30:00,Assam,Nagaon,26.3615,92.6243,Jio,4G,98,-56,79.0,34.5,28,1.2,0.7,GOOD,0.95
N002152,2026-06-22 19:33:00,Meghalaya,East Khasi Hills,25.5671,91.7983,Airtel,4G,66,-87,11.8,3.2,66,6.3,3.5,OK,0.86
N002153,2026-06-22 19:36:00,Meghalaya,West Khasi Hills,25.4016,91.2426,BSNL,4G,65,-85,12.3,1.9,80,2.4,1.3,OK,0.93
N002154,2026-06-22 19:39:00,Meghalaya,Ri-Bhoi,25.8573,91.8363,Jio,4G,92,-76,87.4,35.3,23,0.4,0.2,GOOD,0.97
N002155,2026-06-22 19:42:00,Meghalaya,West Jaintia Hills,25.3083,92.2177,BSNL,2G,72,-85,12.4,2.5,104,3.4,1.9,POOR,0.93
N002156,2026-06-22 19:45:00,Sikkim,East Sikkim,27.3735,88.5472,Jio,4G,83,-83,12.2,4.3,109,5.8,3.2,OK,0.87
N002157,2026-06-22 19:48:00,Sikkim,North Sikkim,27.5363,88.67,Airtel,2G,29,-113,1.12,0.5,386,14.5,8.0,POOR,0.96
N002158,2026-06-22 19:51:00,Sikkim,South Sikkim,27.1378,88.3209,Jio,2G,75,-91,10.8,1.8,118,6.2,3.4,POOR,0.97
N002159,2026-06-22 19:54:00,Nagaland,Kohima,25.6805,94.2104,BSNL,4G,66,-83,5.5,2.5,126,3.2,1.8,OK,0.86
N002160,2026-06-22 19:57:00,Nagaland,Dimapur,25.9518,93.6775,Jio,4G,93,-72,57.2,19.7,36,0.8,0.4,GOOD,0.94
N002161,2026-06-22 20:00:00,Nagaland,Mokokchung,26.3822,94.6293,BSNL,2G,73,-78,9.8,1.5,138,5.1,2.8,POOR,0.9
N002162,2026-06-22 20:03:00,Manipur,Imphal West,24.8888,93.8027,BSNL,5G,97,-61,66.3,41.6,39,1.2,0.7,GOOD,0.9
N002163,2026-06-22 20:06:00,Manipur,Bishnupur,24.7726,93.6554,Airtel,3G,76,-95,7.9,1.3,76,4.8,2.6,POOR,0.89
N002164,2026-06-22 20:09:00,Manipur,Senapati,25.2003,93.9533,Jio,4G,74,-98,12.1,4.5,127,6.4,3.5,OK,0.93
N002165,2026-06-22 20:12:00,Mizoram,Aizawl,23.7834,92.602,Jio,3G,67,-80,5.2,1.8,145,3.8,2.1,POOR,0.86
N002166,2026-06-22 20:15:00,Mizoram,Kolasib,24.2259,92.6042,Airtel,5G,97,-57,61.6,10.2,31,0.1,0.1,GOOD,0.91
N002167,2026-06-22 20:18:00,Mizoram,Lunglei,22.8631,92.6067,BSNL,2G,88,-79,12.6,2.6,138,3.2,1.8,POOR,0.87
N002168,2026-06-22 20:21:00,Tripura,West Tripura,23.7367,91.2073,BSNL,5G,94,-66,116.9,16.8,18,0.9,0.5,GOOD,0.87
N002169,2026-06-22 20:24:00,Tripura,Sipahijala,23.6894,91.4198,BSNL,4G,97,-65,94.4,18.3,26,0.1,0.1,GOOD,0.98
N002170,2026-06-22 20:27:00,Tripura,Dhalai,23.7065,91.7425,BSNL,4G,94,-59,94.8,26.1,44,0.2,0.1,GOOD,0.89
N002171,2026-06-22 20:30:00,Arunachal Pradesh,Tawang,27.6586,91.8734,Jio,3G,42,-95,0.34,0.01,440,25.0,13.8,POOR,0.94
N002172,2026-06-22 20:33:00,Arunachal Pradesh,West Kameng,27.1445,92.4425,Jio,2G,36,-94,0.2,0.33,576,18.1,10.0,POOR,0.92
N002173,2026-06-22 20:36:00,Arunachal Pradesh,Papum Pare,27.1597,93.4988,BSNL,4G,96,-69,111.3,41.5,19,0.3,0.2,GOOD,0.9
N002174,2026-06-22 20:39:00,Arunachal Pradesh,East Siang,28.001,95.212,BSNL,4G,95,-67,65.6,17.5,37,0.9,0.5,GOOD,0.85
N002175,2026-06-22 20:42:00,Arunachal Pradesh,Lower Subansiri,27.5935,93.948,Jio,3G,76,-89,6.3,3.3,86,2.5,1.4,POOR,0.93
N002176,2026-06-22 20:45:00,Assam,Kamrup Metropolitan,26.1009,91.628,Jio,5G,93,-58,73.5,34.6,40,0.8,0.4,GOOD,0.97
N002177,2026-06-22 20:48:00,Assam,Kamrup Rural,26.3295,91.5193,Jio,4G,100,-70,42.7,25.4,22,0.8,0.4,GOOD,0.91
N002178,2026-06-22 20:51:00,Assam,Darrang,26.5728,92.0385,BSNL,4G,100,-64,117.6,24.4,35,1.1,0.6,GOOD,0.86
N002179,2026-06-22 20:54:00,Assam,Sonitpur,26.5894,92.8584,Jio,5G,95,-54,39.1,23.4,44,0.3,0.2,GOOD,0.96
N002180,2026-06-22 20:57:00,Assam,Dibrugarh,27.3648,94.9975,Airtel,5G,100,-56,66.4,31.2,26,0.6,0.3,GOOD,0.91
