state,district,subdistrict,village,latitude,longitude,geometry
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Cherrapunji Ward-10,26.0612,91.5205,POINT(91.5205 26.0612)
Assam,Darrang,Darrang Sub-Division,Singtam Ward-11,26.4695,92.1683,POINT(92.1683 26.4695)
Assam,Sonitpur,Sonitpur Sub-Division,Kalaigaon Ward-12,26.5921,92.8974,POINT(92.8974 26.5921)
Assam,Dibrugarh,Dibrugarh Sub-Division,Tseminyu Ward-13,27.366,95.018,POINT(95.018 27.366)
Assam,Cachar,Cachar Sub-Division,Moirang Ward-14,24.9316,92.6457,POINT(92.6457 24.9316)
Assam,Nagaon,Nagaon Sub-Division,Cherrapunji Ward-15,26.2381,92.7539,POINT(92.7539 26.2381)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Singtam Ward-16,25.6392,91.9421,POINT(91.9421 25.6392)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Moirang Ward-17,25.4075,91.1541,POINT(91.1541 25.4075)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Cherrapunji Ward-18,25.9208,91.9741,POINT(91.9741 25.9208)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Kalaigaon Ward-19,25.342,92.2082,POINT(92.2082 25.342)
Sikkim,East Sikkim,East Sikkim Sub-Division,Bishalgarh Ward-20,27.3221,88.65,POINT(88.65 27.3221)
Sikkim,North Sikkim,North Sikkim Sub-Division,Rupa Ward-21,27.6143,88.4096,POINT(88.4096 27.6143)
Sikkim,South Sikkim,South Sikkim Sub-Division,Ambassa Ward-22,27.1389,88.3271,POINT(88.3271 27.1389)
Nagaland,Kohima,Kohima Sub-Division,Serchhip Ward-23,25.6025,94.1302,POINT(94.1302 25.6025)
Nagaland,Dimapur,Dimapur Sub-Division,Teliamura Ward-24,25.8038,93.8694,POINT(93.8694 25.8038)
Nagaland,Mokokchung,Mokokchung Sub-Division,Kalaigaon Ward-25,26.3979,94.4901,POINT(94.4901 26.3979)
Manipur,Imphal West,Imphal West Sub-Division,Cherrapunji Ward-1,24.8908,93.9546,POINT(93.9546 24.8908)
Manipur,Bishnupur,Bishnupur Sub-Division,Cherrapunji Ward-2,24.6256,93.8103,POINT(93.8103 24.6256)
Manipur,Senapati,Senapati Sub-Division,Hnahthial Ward-3,25.351,94.054,POINT(94.054 25.351)
Mizoram,Aizawl,Aizawl Sub-Division,Mangan Ward-4,23.6859,92.8012,POINT(92.8012 23.6859)
Mizoram,Kolasib,Kolasib Sub-Division,Hnahthial Ward-5,24.2325,92.5496,POINT(92.5496 24.2325)
Mizoram,Lunglei,Lunglei Sub-Division,Nongpoh Ward-6,22.7863,92.6505,POINT(92.6505 22.7863)
Tripura,West Tripura,West Tripura Sub-Division,Ambassa Ward-7,23.9745,91.3062,POINT(91.3062 23.9745)
Tripura,Sipahijala,Sipahijala Sub-Division,Rangia Ward-8,23.4994,91.19,POINT(91.19 23.4994)
Tripura,Dhalai,Dhalai Sub-Division,Serchhip Ward-9,23.7847,91.8194,POINT(91.8194 23.7847)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Jang Ward-10,27.5429,91.7483,POINT(91.7483 27.5429)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Chumukedima Ward-11,27.3369,92.2962,POINT(92.2962 27.3369)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Bishalgarh Ward-12,27.1892,93.6097,POINT(93.6097 27.1892)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Gyalshing Ward-13,27.9615,95.3149,POINT(95.3149 27.9615)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Moirang Ward-14,27.4695,93.7447,POINT(93.7447 27.4695)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Rangia Ward-15,26.0428,91.8753,POINT(91.8753 26.0428)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Sipajhar Ward-16,26.192,91.6426,POINT(91.6426 26.192)
Assam,Darrang,Darrang Sub-Division,Singtam Ward-17,26.4101,92.1378,POINT(92.1378 26.4101)
Assam,Sonitpur,Sonitpur Sub-Division,Moirang Ward-18,26.6887,92.7143,POINT(92.7143 26.6887)
Assam,Dibrugarh,Dibrugarh Sub-Division,Rupa Ward-19,27.4929,95.0603,POINT(95.0603 27.4929)
Assam,Cachar,Cachar Sub-Division,Kalaigaon Ward-20,24.9444,92.793,POINT(92.793 24.9444)
Assam,Nagaon,Nagaon Sub-Division,Rupa Ward-21,26.2234,92.6281,POINT(92.6281 26.2234)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Chaygaon Ward-22,25.6018,91.8493,POINT(91.8493 25.6018)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Kalaigaon Ward-23,25.4374,91.252,POINT(91.252 25.4374)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Nongpoh Ward-24,26.0272,92.0119,POINT(92.0119 26.0272)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Jang Ward-25,25.386,92.1727,POINT(92.1727 25.386)
Sikkim,East Sikkim,East Sikkim Sub-Division,Tenga Ward-1,27.2989,88.71,POINT(88.71 27.2989)
Sikkim,North Sikkim,North Sikkim Sub-Division,Chaygaon Ward-2,27.5018,88.4788,POINT(88.4788 27.5018)
Sikkim,South Sikkim,South Sikkim Sub-Division,Rangia Ward-3,27.3132,88.2171,POINT(88.2171 27.3132)
Nagaland,Kohima,Kohima Sub-Division,Nongpoh Ward-4,25.5275,94.2145,POINT(94.2145 25.5275)
Nagaland,Dimapur,Dimapur Sub-Division,Serchhip Ward-5,26.0129,93.6444,POINT(93.6444 26.0129)
Nagaland,Mokokchung,Mokokchung Sub-Division,Kalaigaon Ward-6,26.3148,94.5627,POINT(94.5627 26.3148)
Manipur,Imphal West,Imphal West Sub-Division,Ambassa Ward-7,24.7211,93.8193,POINT(93.8193 24.7211)
Manipur,Bishnupur,Bishnupur Sub-Division,Serchhip Ward-8,24.6029,93.6338,POINT(93.6338 24.6029)
Manipur,Senapati,Senapati Sub-Division,Gyalshing Ward-9,25.3207,94.0029,POINT(94.0029 25.3207)
Mizoram,Aizawl,Aizawl Sub-Division,Mangan Ward-10,23.8617,92.6113,POINT(92.6113 23.8617)
Mizoram,Kolasib,Kolasib Sub-Division,Tseminyu Ward-11,24.2503,92.6441,POINT(92.6441 24.2503)
Mizoram,Lunglei,Lunglei Sub-Division,Chaygaon Ward-12,23.0236,92.654,POINT(92.654 23.0236)
Tripura,West Tripura,West Tripura Sub-Division,Bishalgarh Ward-13,23.8866,91.2178,POINT(91.2178 23.8866)
Tripura,Sipahijala,Sipahijala Sub-Division,Bishalgarh Ward-14,23.5672,91.1865,POINT(91.1865 23.5672)
Tripura,Dhalai,Dhalai Sub-Division,Tseminyu Ward-15,23.8574,91.9009,POINT(91.9009 23.8574)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Chaygaon Ward-16,27.7046,91.838,POINT(91.838 27.7046)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Serchhip Ward-17,27.3971,92.4104,POINT(92.4104 27.3971)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Tenga Ward-18,27.1594,93.573,POINT(93.573 27.1594)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Dirang Ward-19,28.0843,95.4441,POINT(95.4441 28.0843)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Tenga Ward-20,27.585,93.7771,POINT(93.7771 27.585)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Singtam Ward-21,26.2155,91.6812,POINT(91.6812 26.2155)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Bishalgarh Ward-22,26.1848,91.5069,POINT(91.5069 26.1848)
Assam,Darrang,Darrang Sub-Division,Dirang Ward-23,26.4582,91.8821,POINT(91.8821 26.4582)
Assam,Sonitpur,Sonitpur Sub-Division,Hnahthial Ward-24,26.6741,92.8343,POINT(92.8343 26.6741)
Assam,Dibrugarh,Dibrugarh Sub-Division,Sipajhar Ward-25,27.6165,94.8881,POINT(94.8881 27.6165)
Assam,Cachar,Cachar Sub-Division,Jang Ward-1,24.7481,92.6918,POINT(92.6918 24.7481)
Assam,Nagaon,Nagaon Sub-Division,Ambassa Ward-2,26.1995,92.7781,POINT(92.7781 26.1995)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Rangia Ward-3,25.6745,91.7807,POINT(91.7807 25.6745)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Serchhip Ward-4,25.4831,91.2157,POINT(91.2157 25.4831)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Singtam Ward-5,25.8507,92.0079,POINT(92.0079 25.8507)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Nambol Ward-6,25.4785,92.2128,POINT(92.2128 25.4785)
Sikkim,East Sikkim,East Sikkim Sub-Division,Moirang Ward-7,27.393,88.6467,POINT(88.6467 27.393)
Sikkim,North Sikkim,North Sikkim Sub-Division,Serchhip Ward-8,27.6071,88.6986,POINT(88.6986 27.6071)
Sikkim,South Sikkim,South Sikkim Sub-Division,Sipajhar Ward-9,27.0249,88.4797,POINT(88.4797 27.0249)
Nagaland,Kohima,Kohima Sub-Division,Lumla Ward-10,25.8033,93.9885,POINT(93.9885 25.8033)
Nagaland,Dimapur,Dimapur Sub-Division,Teliamura Ward-11,25.9571,93.833,POINT(93.833 25.9571)
Nagaland,Mokokchung,Mokokchung Sub-Division,Ambassa Ward-12,26.2893,94.4287,POINT(94.4287 26.2893)
Manipur,Imphal West,Imphal West Sub-Division,Nongpoh Ward-13,24.9051,93.926,POINT(93.926 24.9051)
Manipur,Bishnupur,Bishnupur Sub-Division,Mairang Ward-14,24.7047,93.6168,POINT(93.6168 24.7047)
Manipur,Senapati,Senapati Sub-Division,Singtam Ward-15,25.1903,94.0576,POINT(94.0576 25.1903)
Mizoram,Aizawl,Aizawl Sub-Division,Teliamura Ward-16,23.7015,92.6401,POINT(92.6401 23.7015)
Mizoram,Kolasib,Kolasib Sub-Division,Mangan Ward-17,24.0779,92.7672,POINT(92.7672 24.0779)
Mizoram,Lunglei,Lunglei Sub-Division,Jang Ward-18,22.91,92.6905,POINT(92.6905 22.91)
Tripura,West Tripura,West Tripura Sub-Division,Mairang Ward-19,23.9735,91.1946,POINT(91.1946 23.9735)
Tripura,Sipahijala,Sipahijala Sub-Division,Rangia Ward-20,23.7646,91.2907,POINT(91.2907 23.7646)
Tripura,Dhalai,Dhalai Sub-Division,Tseminyu Ward-21,23.7521,91.9713,POINT(91.9713 23.7521)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Rangia Ward-22,27.6491,91.7473,POINT(91.7473 27.6491)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Hnahthial Ward-23,27.3674,92.4541,POINT(92.4541 27.3674)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Cherrapunji Ward-24,27.0471,93.4946,POINT(93.4946 27.0471)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Lumla Ward-25,28.094,95.1843,POINT(95.1843 28.094)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Hnahthial Ward-1,27.5715,93.6876,POINT(93.6876 27.5715)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Singtam Ward-2,26.184,91.6936,POINT(91.6936 26.184)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Nongpoh Ward-3,26.0931,91.6641,POINT(91.6641 26.0931)
Assam,Darrang,Darrang Sub-Division,Ambassa Ward-4,26.5331,92.0788,POINT(92.0788 26.5331)
Assam,Sonitpur,Sonitpur Sub-Division,Singtam Ward-5,26.4907,92.938,POINT(92.938 26.4907)
Assam,Dibrugarh,Dibrugarh Sub-Division,Ambassa Ward-6,27.5016,94.7941,POINT(94.7941 27.5016)
Assam,Cachar,Cachar Sub-Division,Mairang Ward-7,24.7065,92.8823,POINT(92.8823 24.7065)
Assam,Nagaon,Nagaon Sub-Division,Kalaigaon Ward-8,26.3425,92.5406,POINT(92.5406 26.3425)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Hnahthial Ward-9,25.4919,91.8693,POINT(91.8693 25.4919)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Tenga Ward-10,25.6026,91.1639,POINT(91.1639 25.6026)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Rupa Ward-11,25.9394,91.9864,POINT(91.9864 25.9394)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Serchhip Ward-12,25.4452,92.2342,POINT(92.2342 25.4452)
Sikkim,East Sikkim,East Sikkim Sub-Division,Sipajhar Ward-13,27.2653,88.493,POINT(88.493 27.2653)
Sikkim,North Sikkim,North Sikkim Sub-Division,Moirang Ward-14,27.5035,88.4457,POINT(88.4457 27.5035)
Sikkim,South Sikkim,South Sikkim Sub-Division,Nongpoh Ward-15,27.0288,88.2416,POINT(88.2416 27.0288)
Nagaland,Kohima,Kohima Sub-Division,Bishalgarh Ward-16,25.6054,94.1031,POINT(94.1031 25.6054)
Nagaland,Dimapur,Dimapur Sub-Division,Chaygaon Ward-17,25.8451,93.8011,POINT(93.8011 25.8451)
Nagaland,Mokokchung,Mokokchung Sub-Division,Tenga Ward-18,26.4517,94.445,POINT(94.445 26.4517)
Manipur,Imphal West,Imphal West Sub-Division,Nongpoh Ward-19,24.7513,93.9046,POINT(93.9046 24.7513)
Manipur,Bishnupur,Bishnupur Sub-Division,Gyalshing Ward-20,24.5321,93.6762,POINT(93.6762 24.5321)
Manipur,Senapati,Senapati Sub-Division,Teliamura Ward-21,25.2371,94.0841,POINT(94.0841 25.2371)
Mizoram,Aizawl,Aizawl Sub-Division,Ambassa Ward-22,23.692,92.6275,POINT(92.6275 23.692)
Mizoram,Kolasib,Kolasib Sub-Division,Gyalshing Ward-23,24.0893,92.5802,POINT(92.5802 24.0893)
Mizoram,Lunglei,Lunglei Sub-Division,Teliamura Ward-24,22.8529,92.7712,POINT(92.7712 22.8529)
Tripura,West Tripura,West Tripura Sub-Division,Cherrapunji Ward-25,23.7872,91.1458,POINT(91.1458 23.7872)
Tripura,Sipahijala,Sipahijala Sub-Division,Rupa Ward-1,23.5408,91.2356,POINT(91.2356 23.5408)
Tripura,Dhalai,Dhalai Sub-Division,Cherrapunji Ward-2,23.9339,91.7367,POINT(91.7367 23.9339)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Rangia Ward-3,27.5002,91.8796,POINT(91.8796 27.5002)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Teliamura Ward-4,27.2302,92.4464,POINT(92.4464 27.2302)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Mairang Ward-5,27.1653,93.7505,POINT(93.7505 27.1653)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Mangan Ward-6,28.1838,95.3025,POINT(95.3025 28.1838)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Singtam Ward-7,27.4594,93.6949,POINT(93.6949 27.4594)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Rangia Ward-8,26.1209,91.6234,POINT(91.6234 26.1209)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Moirang Ward-9,26.1059,91.4184,POINT(91.4184 26.1059)
Assam,Darrang,Darrang Sub-Division,Tseminyu Ward-10,26.5984,92.1545,POINT(92.1545 26.5984)
Assam,Sonitpur,Sonitpur Sub-Division,Mairang Ward-11,26.4949,92.8026,POINT(92.8026 26.4949)
Assam,Dibrugarh,Dibrugarh Sub-Division,Jang Ward-12,27.3436,94.7905,POINT(94.7905 27.3436)
Assam,Cachar,Cachar Sub-Division,Cherrapunji Ward-13,24.7785,92.7326,POINT(92.7326 24.7785)
Assam,Nagaon,Nagaon Sub-Division,Kalaigaon Ward-14,26.3789,92.652,POINT(92.652 26.3789)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Dirang Ward-15,25.6211,92.0164,POINT(92.0164 25.6211)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Rangia Ward-16,25.3688,91.1244,POINT(91.1244 25.3688)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Rupa Ward-17,26.0084,91.9473,POINT(91.9473 26.0084)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Mangan Ward-18,25.5707,92.1607,POINT(92.1607 25.5707)
Sikkim,East Sikkim,East Sikkim Sub-Division,Chumukedima Ward-19,27.3954,88.4722,POINT(88.4722 27.3954)
Sikkim,North Sikkim,North Sikkim Sub-Division,Sipajhar Ward-20,27.6341,88.4225,POINT(88.4225 27.6341)
Sikkim,South Sikkim,South Sikkim Sub-Division,Moirang Ward-21,27.1339,88.4096,POINT(88.4096 27.1339)
Nagaland,Kohima,Kohima Sub-Division,Tenga Ward-22,25.563,94.2172,POINT(94.2172 25.563)
Nagaland,Dimapur,Dimapur Sub-Division,Nongpoh Ward-23,26.0254,93.7686,POINT(93.7686 26.0254)
Nagaland,Mokokchung,Mokokchung Sub-Division,Gyalshing Ward-24,26.3484,94.5684,POINT(94.5684 26.3484)
Manipur,Imphal West,Imphal West Sub-Division,Mangan Ward-25,24.7347,93.8659,POINT(93.8659 24.7347)
Manipur,Bishnupur,Bishnupur Sub-Division,Gyalshing Ward-1,24.7331,93.6872,POINT(93.6872 24.7331)
Manipur,Senapati,Senapati Sub-Division,Ambassa Ward-2,25.1334,94.1515,POINT(94.1515 25.1334)
Mizoram,Aizawl,Aizawl Sub-Division,Chumukedima Ward-3,23.7175,92.6831,POINT(92.6831 23.7175)
Mizoram,Kolasib,Kolasib Sub-Division,Moirang Ward-4,24.2472,92.6883,POINT(92.6883 24.2472)
Mizoram,Lunglei,Lunglei Sub-Division,Hnahthial Ward-5,22.9426,92.7866,POINT(92.7866 22.9426)
Tripura,West Tripura,West Tripura Sub-Division,Kalaigaon Ward-6,23.7471,91.2459,POINT(91.2459 23.7471)
Tripura,Sipahijala,Sipahijala Sub-Division,Serchhip Ward-7,23.719,91.2184,POINT(91.2184 23.719)
Tripura,Dhalai,Dhalai Sub-Division,Dirang Ward-8,23.9854,91.8732,POINT(91.8732 23.9854)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Rupa Ward-9,27.6596,91.7816,POINT(91.7816 27.6596)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Tseminyu Ward-10,27.2574,92.4252,POINT(92.4252 27.2574)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Sipajhar Ward-11,26.9756,93.596,POINT(93.596 26.9756)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Teliamura Ward-12,28.0161,95.3084,POINT(95.3084 28.0161)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Tseminyu Ward-13,27.6196,93.8068,POINT(93.8068 27.6196)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Nongpoh Ward-14,26.0773,91.7684,POINT(91.7684 26.0773)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Ambassa Ward-15,26.2289,91.6997,POINT(91.6997 26.2289)
Assam,Darrang,Darrang Sub-Division,Chaygaon Ward-16,26.4746,91.9526,POINT(91.9526 26.4746)
Assam,Sonitpur,Sonitpur Sub-Division,Dirang Ward-17,26.6699,92.8573,POINT(92.8573 26.6699)
Assam,Dibrugarh,Dibrugarh Sub-Division,Kalaigaon Ward-18,27.57,94.9695,POINT(94.9695 27.57)
Assam,Cachar,Cachar Sub-Division,Teliamura Ward-19,24.7876,92.7153,POINT(92.7153 24.7876)
Assam,Nagaon,Nagaon Sub-Division,Serchhip Ward-20,26.2507,92.8063,POINT(92.8063 26.2507)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Dirang Ward-21,25.7008,91.8149,POINT(91.8149 25.7008)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Lumla Ward-22,25.4596,91.2466,POINT(91.2466 25.4596)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Dirang Ward-23,25.7562,92.0223,POINT(92.0223 25.7562)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Sipajhar Ward-24,25.5559,92.2282,POINT(92.2282 25.5559)
Sikkim,East Sikkim,East Sikkim Sub-Division,Hnahthial Ward-25,27.2632,88.4893,POINT(88.4893 27.2632)
Sikkim,North Sikkim,North Sikkim Sub-Division,Nongpoh Ward-1,27.4372,88.4685,POINT(88.4685 27.4372)
Sikkim,South Sikkim,South Sikkim Sub-Division,Serchhip Ward-2,27.0482,88.2914,POINT(88.2914 27.0482)
Nagaland,Kohima,Kohima Sub-Division,Dirang Ward-3,25.6303,94.1223,POINT(94.1223 25.6303)
Nagaland,Dimapur,Dimapur Sub-Division,Rangia Ward-4,25.7609,93.6833,POINT(93.6833 25.7609)
Nagaland,Mokokchung,Mokokchung Sub-Division,Rangia Ward-5,26.3742,94.6295,POINT(94.6295 26.3742)
Manipur,Imphal West,Imphal West Sub-Division,Mairang Ward-6,24.8727,94.0053,POINT(94.0053 24.8727)
Manipur,Bishnupur,Bishnupur Sub-Division,Mairang Ward-7,24.5485,93.9127,POINT(93.9127 24.5485)
Manipur,Senapati,Senapati Sub-Division,Serchhip Ward-8,25.3323,94.152,POINT(94.152 25.3323)
Mizoram,Aizawl,Aizawl Sub-Division,Dirang Ward-9,23.8533,92.6809,POINT(92.6809 23.8533)
Mizoram,Kolasib,Kolasib Sub-Division,Ambassa Ward-10,24.2736,92.7998,POINT(92.7998 24.2736)
Mizoram,Lunglei,Lunglei Sub-Division,Singtam Ward-11,22.7825,92.8631,POINT(92.8631 22.7825)
Tripura,West Tripura,West Tripura Sub-Division,Rupa Ward-12,23.8067,91.435,POINT(91.435 23.8067)
Tripura,Sipahijala,Sipahijala Sub-Division,Tseminyu Ward-13,23.6956,91.4123,POINT(91.4123 23.6956)
Tripura,Dhalai,Dhalai Sub-Division,Moirang Ward-14,23.9904,91.9377,POINT(91.9377 23.9904)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Teliamura Ward-15,27.7143,91.7535,POINT(91.7535 27.7143)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Chumukedima Ward-16,27.3016,92.4652,POINT(92.4652 27.3016)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Jang Ward-17,27.0388,93.6028,POINT(93.6028 27.0388)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Jang Ward-18,27.932,95.2677,POINT(95.2677 27.932)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Sipajhar Ward-19,27.415,93.7213,POINT(93.7213 27.415)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Hnahthial Ward-20,26.1941,91.8169,POINT(91.8169 26.1941)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Hnahthial Ward-21,26.0778,91.6319,POINT(91.6319 26.0778)
Assam,Darrang,Darrang Sub-Division,Cherrapunji Ward-22,26.3677,92.023,POINT(92.023 26.3677)
Assam,Sonitpur,Sonitpur Sub-Division,Hnahthial Ward-23,26.5997,92.7623,POINT(92.7623 26.5997)
Assam,Dibrugarh,Dibrugarh Sub-Division,Kalaigaon Ward-24,27.4134,94.8552,POINT(94.8552 27.4134)
Assam,Cachar,Cachar Sub-Division,Ambassa Ward-25,24.9246,92.6707,POINT(92.6707 24.9246)
Assam,Nagaon,Nagaon Sub-Division,Dirang Ward-1,26.3615,92.6243,POINT(92.6243 26.3615)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Kalaigaon Ward-2,25.5671,91.7983,POINT(91.7983 25.5671)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Kalaigaon Ward-3,25.4016,91.2426,POINT(91.2426 25.4016)
Meghalaya,Ri-Bhoi,Ri-Bhoi Sub-Division,Mangan Ward-4,25.8573,91.8363,POINT(91.8363 25.8573)
Meghalaya,West Jaintia Hills,West Jaintia Hills Sub-Division,Chumukedima Ward-5,25.3083,92.2177,POINT(92.2177 25.3083)
Sikkim,East Sikkim,East Sikkim Sub-Division,Nambol Ward-6,27.3735,88.5472,POINT(88.5472 27.3735)
Sikkim,North Sikkim,North Sikkim Sub-Division,Moirang Ward-7,27.5363,88.67,POINT(88.67 27.5363)
Sikkim,South Sikkim,South Sikkim Sub-Division,Kalaigaon Ward-8,27.1378,88.3209,POINT(88.3209 27.1378)
Nagaland,Kohima,Kohima Sub-Division,Rangia Ward-9,25.6805,94.2104,POINT(94.2104 25.6805)
Nagaland,Dimapur,Dimapur Sub-Division,Tseminyu Ward-10,25.9518,93.6775,POINT(93.6775 25.9518)
Nagaland,Mokokchung,Mokokchung Sub-Division,Bishalgarh Ward-11,26.3822,94.6293,POINT(94.6293 26.3822)
Manipur,Imphal West,Imphal West Sub-Division,Nambol Ward-12,24.8888,93.8027,POINT(93.8027 24.8888)
Manipur,Bishnupur,Bishnupur Sub-Division,Lumla Ward-13,24.7726,93.6554,POINT(93.6554 24.7726)
Manipur,Senapati,Senapati Sub-Division,Singtam Ward-14,25.2003,93.9533,POINT(93.9533 25.2003)
Mizoram,Aizawl,Aizawl Sub-Division,Mangan Ward-15,23.7834,92.602,POINT(92.602 23.7834)
Mizoram,Kolasib,Kolasib Sub-Division,Rupa Ward-16,24.2259,92.6042,POINT(92.6042 24.2259)
Mizoram,Lunglei,Lunglei Sub-Division,Jang Ward-17,22.8631,92.6067,POINT(92.6067 22.8631)
Tripura,West Tripura,West Tripura Sub-Division,Singtam Ward-18,23.7367,91.2073,POINT(91.2073 23.7367)
Tripura,Sipahijala,Sipahijala Sub-Division,Hnahthial Ward-19,23.6894,91.4198,POINT(91.4198 23.6894)
Tripura,Dhalai,Dhalai Sub-Division,Tseminyu Ward-20,23.7065,91.7425,POINT(91.7425 23.7065)
Arunachal Pradesh,Tawang,Tawang Sub-Division,Lumla Ward-21,27.6586,91.8734,POINT(91.8734 27.6586)
Arunachal Pradesh,West Kameng,West Kameng Sub-Division,Lumla Ward-22,27.1445,92.4425,POINT(92.4425 27.1445)
Arunachal Pradesh,Papum Pare,Papum Pare Sub-Division,Hnahthial Ward-23,27.1597,93.4988,POINT(93.4988 27.1597)
Arunachal Pradesh,East Siang,East Siang Sub-Division,Ambassa Ward-24,28.001,95.212,POINT(95.212 28.001)
Arunachal Pradesh,Lower Subansiri,Lower Subansiri Sub-Division,Moirang Ward-25,27.5935,93.948,POINT(93.948 27.5935)
Assam,Kamrup Metropolitan,Kamrup Metropolitan Sub-Division,Rangia Ward-1,26.1009,91.628,POINT(91.628 26.1009)
Assam,Kamrup Rural,Kamrup Rural Sub-Division,Hnahthial Ward-2,26.3295,91.5193,POINT(91.5193 26.3295)
Assam,Darrang,Darrang Sub-Division,Nongpoh Ward-3,26.5728,92.0385,POINT(92.0385 26.5728)
Assam,Sonitpur,Sonitpur Sub-Division,Nambol Ward-4,26.5894,92.8584,POINT(92.8584 26.5894)
Assam,Dibrugarh,Dibrugarh Sub-Division,Teliamura Ward-5,27.3648,94.9975,POINT(94.9975 27.3648)
Assam,Cachar,Cachar Sub-Division,Ambassa Ward-6,24.9581,92.8224,POINT(92.8224 24.9581)
Assam,Nagaon,Nagaon Sub-Division,Sipajhar Ward-7,26.2493,92.7466,POINT(92.7466 26.2493)
Meghalaya,East Khasi Hills,East Khasi Hills Sub-Division,Ambassa Ward-8,25.4676,91.8405,POINT(91.8405 25.4676)
Meghalaya,West Khasi Hills,West Khasi Hills Sub-Division,Jang Ward-9,25.4811,91.1235,POINT(91.1235 25.4811)
