terrain_id,state,district,latitude,longitude,elevation_m,slope_percent,aspect,terrain_type,river_distance_km
TR001938,Meghalaya,West Jaintia Hills,25.4799,92.2877,1271,28.3,SOUTH_EAST,DISSECTED_HILLS,0.92
TR001939,Sikkim,East Sikkim,27.4097,88.558,1680,39.9,EAST,VALLEY_GORGE,0.05
TR001940,Sikkim,North Sikkim,27.5779,88.6677,2494,46.8,EAST,HIGH_ALPINE,0.27
TR001941,Sikkim,South Sikkim,27.0664,88.2168,1328,35.0,NORTH_EAST,VALLEY_GORGE,0.5
TR001942,Nagaland,Kohima,25.5315,93.972,1449,34.8,WEST,DISSECTED_HILLS,1.88
TR001943,Nagaland,Dimapur,26.0077,93.6201,251,2.4,EAST,PLAINS,0.8
TR001944,Nagaland,Mokokchung,26.2906,94.476,1296,29.6,NORTH,DISSECTED_HILLS,2.42
TR001945,Manipur,Imphal West,24.7824,94.0521,830,4.2,NORTH_EAST,RIVER_VALLEY,0.57
TR001946,Manipur,Bishnupur,24.7796,93.6819,746,2.8,WEST,RIVER_VALLEY,0.45
TR001947,Manipur,Senapati,25.1455,94.137,1307,27.4,EAST,DISSECTED_HILLS,1.18
TR001948,Mizoram,Aizawl,23.6224,92.6962,1112,33.5,NORTH_EAST,RIDGE_SLOPE,2.19
TR001949,Mizoram,Kolasib,24.1151,92.7302,588,25.1,NORTH_WEST,DISSECTED_HILLS,1.14
TR001950,Mizoram,Lunglei,22.9926,92.6713,1023,32.3,SOUTH_EAST,RIDGE_SLOPE,2.86
TR001951,Tripura,West Tripura,23.9247,91.3502,20,3.5,NORTH,ROLLING_PLAINS,1.51
TR001952,Tripura,Sipahijala,23.7784,91.3953,20,2.1,NORTH,ROLLING_PLAINS,2.8
TR001953,Tripura,Dhalai,23.9164,91.9357,141,13.6,EAST,LOW_HILLS,1.42
TR001954,Arunachal Pradesh,Tawang,27.5643,91.9274,2858,42.5,NORTH_WEST,HIGH_ALPINE,5.6
TR001955,Arunachal Pradesh,West Kameng,27.1691,92.3814,2180,38.0,NORTH_EAST,STEEP_MOUNTAIN,4.56
TR001956,Arunachal Pradesh,Papum Pare,27.2423,93.6471,341,17.7,SOUTH_EAST,DISSECTED_HILLS,1.47
TR001957,Arunachal Pradesh,East Siang,28.1122,95.2498,148,9.4,SOUTH,RIVER_VALLEY,0.5
TR001958,Arunachal Pradesh,Lower Subansiri,27.5478,93.8409,1529,31.8,WEST,STEEP_MOUNTAIN,2.93
TR001959,Assam,Kamrup Metropolitan,26.1211,91.7596,83,2.8,EAST,PLAINS,0.69
TR001960,Assam,Kamrup Rural,26.0612,91.5205,24,3.4,SOUTH_WEST,PLAINS,0.36
TR001961,Assam,Darrang,26.4695,92.1683,109,0.4,SOUTH_EAST,FLOOD_BASIN,0.64
TR001962,Assam,Sonitpur,26.5921,92.8974,117,3.7,SOUTH,RIVER_VALLEY,0.44
TR001963,Assam,Dibrugarh,27.366,95.018,167,2.9,SOUTH,FLOOD_BASIN,0.31
TR001964,Assam,Cachar,24.9316,92.6457,20,0.4,SOUTH_EAST,FLOOD_BASIN,0.4
TR001965,Assam,Nagaon,26.2381,92.7539,93,3.3,WEST,PLAINS,0.69
TR001966,Meghalaya,East Khasi Hills,25.6392,91.9421,1439,30.4,WEST,PLATEAU_ESCARPMENT,2.34
TR001967,Meghalaya,West Khasi Hills,25.4075,91.1541,1238,25.9,SOUTH_WEST,PLATEAU_ESCARPMENT,1.6
TR001968,Meghalaya,Ri-Bhoi,25.9208,91.9741,509,17.8,EAST,DISSECTED_HILLS,1.56
TR001969,Meghalaya,West Jaintia Hills,25.342,92.2082,1308,25.9,NORTH,DISSECTED_HILLS,1.32
TR001970,Sikkim,East Sikkim,27.3221,88.65,1591,40.9,SOUTH,VALLEY_GORGE,0.05
TR001971,Sikkim,North Sikkim,27.6143,88.4096,2486,46.9,NORTH_EAST,HIGH_ALPINE,0.15
TR001972,Sikkim,South Sikkim,27.1389,88.3271,1352,36.0,NORTH,VALLEY_GORGE,0.61
TR001973,Nagaland,Kohima,25.6025,94.1302,1419,36.8,EAST,DISSECTED_HILLS,1.83
TR001974,Nagaland,Dimapur,25.8038,93.8694,201,3.2,WEST,PLAINS,1.27
TR001975,Nagaland,Mokokchung,26.3979,94.4901,1267,29.6,NORTH,DISSECTED_HILLS,1.97
TR001976,Manipur,Imphal West,24.8908,93.9546,832,0.4,SOUTH_EAST,RIVER_VALLEY,0.7
TR001977,Manipur,Bishnupur,24.6256,93.8103,761,5.1,SOUTH_EAST,RIVER_VALLEY,0.16
TR001978,Manipur,Senapati,25.351,94.054,1214,28.3,NORTH,DISSECTED_HILLS,1.22
TR001979,Mizoram,Aizawl,23.6859,92.8012,1112,30.6,NORTH_WEST,RIDGE_SLOPE,1.93
TR001980,Mizoram,Kolasib,24.2325,92.5496,626,22.1,WEST,DISSECTED_HILLS,1.54
TR001981,Mizoram,Lunglei,22.7863,92.6505,1078,29.2,SOUTH_WEST,RIDGE_SLOPE,2.42
TR001982,Tripura,West Tripura,23.9745,91.3062,47,4.5,NORTH,ROLLING_PLAINS,1.26
TR001983,Tripura,Sipahijala,23.4994,91.19,20,0.5,NORTH,ROLLING_PLAINS,2.78
TR001984,Tripura,Dhalai,23.7847,91.8194,104,11.1,NORTH_WEST,LOW_HILLS,1.6
TR001985,Arunachal Pradesh,Tawang,27.5429,91.7483,2926,42.5,EAST,HIGH_ALPINE,5.21
TR001986,Arunachal Pradesh,West Kameng,27.3369,92.2962,2243,39.4,SOUTH_EAST,STEEP_MOUNTAIN,4.27
TR001987,Arunachal Pradesh,Papum Pare,27.1892,93.6097,371,20.3,SOUTH_EAST,DISSECTED_HILLS,1.14
TR001988,Arunachal Pradesh,East Siang,27.9615,95.3149,208,9.8,SOUTH_WEST,RIVER_VALLEY,0.77
TR001989,Arunachal Pradesh,Lower Subansiri,27.4695,93.7447,1587,33.2,NORTH_EAST,STEEP_MOUNTAIN,3.05
TR001990,Assam,Kamrup Metropolitan,26.0428,91.8753,61,3.7,NORTH_WEST,PLAINS,0.95
TR001991,Assam,Kamrup Rural,26.192,91.6426,55,2.3,NORTH,PLAINS,0.57
TR001992,Assam,Darrang,26.4101,92.1378,47,0.4,NORTH_EAST,FLOOD_BASIN,0.51
TR001993,Assam,Sonitpur,26.6887,92.7143,96,2.6,SOUTH,RIVER_VALLEY,0.87
TR001994,Assam,Dibrugarh,27.4929,95.0603,60,2.3,SOUTH_EAST,FLOOD_BASIN,0.24
TR001995,Assam,Cachar,24.9444,92.793,67,3.2,NORTH_EAST,FLOOD_BASIN,0.05
TR001996,Assam,Nagaon,26.2234,92.6281,123,0.4,EAST,PLAINS,0.49
TR001997,Meghalaya,East Khasi Hills,25.6018,91.8493,1439,28.9,EAST,PLATEAU_ESCARPMENT,2.45
TR001998,Meghalaya,West Khasi Hills,25.4374,91.252,1252,29.3,EAST,PLATEAU_ESCARPMENT,1.84
TR001999,Meghalaya,Ri-Bhoi,26.0272,92.0119,562,16.4,NORTH_EAST,DISSECTED_HILLS,1.49
TR002000,Meghalaya,West Jaintia Hills,25.386,92.1727,1349,28.1,EAST,DISSECTED_HILLS,0.93
TR002001,Sikkim,East Sikkim,27.2989,88.71,1630,41.4,WEST,VALLEY_GORGE,0.29
TR002002,Sikkim,North Sikkim,27.5018,88.4788,2502,51.0,SOUTH,HIGH_ALPINE,0.08
TR002003,Sikkim,South Sikkim,27.3132,88.2171,1341,34.9,EAST,VALLEY_GORGE,0.68
TR002004,Nagaland,Kohima,25.5275,94.2145,1417,35.2,SOUTH_WEST,DISSECTED_HILLS,1.92
TR002005,Nagaland,Dimapur,26.0129,93.6444,246,3.6,EAST,PLAINS,0.71
TR002006,Nagaland,Mokokchung,26.3148,94.5627,1375,32.6,WEST,DISSECTED_HILLS,1.92
TR002007,Manipur,Imphal West,24.7211,93.8193,843,1.7,EAST,RIVER_VALLEY,0.53
TR002008,Manipur,Bishnupur,24.6029,93.6338,753,6.0,SOUTH,RIVER_VALLEY,0.37
TR002009,Manipur,Senapati,25.3207,94.0029,1225,29.3,SOUTH,DISSECTED_HILLS,1.5
TR002010,Mizoram,Aizawl,23.8617,92.6113,1097,32.1,WEST,RIDGE_SLOPE,1.77
TR002011,Mizoram,Kolasib,24.2503,92.6441,669,26.0,SOUTH_EAST,DISSECTED_HILLS,1.46
TR002012,Mizoram,Lunglei,23.0236,92.654,987,33.3,NORTH_WEST,RIDGE_SLOPE,2.87
TR002013,Tripura,West Tripura,23.8866,91.2178,56,0.5,NORTH_WEST,ROLLING_PLAINS,1.04
TR002014,Tripura,Sipahijala,23.5672,91.1865,83,4.1,NORTH_EAST,ROLLING_PLAINS,3.12
TR002015,Tripura,Dhalai,23.8574,91.9009,113,10.4,SOUTH_WEST,LOW_HILLS,1.38
TR002016,Arunachal Pradesh,Tawang,27.7046,91.838,2936,43.5,WEST,HIGH_ALPINE,5.08
TR002017,Arunachal Pradesh,West Kameng,27.3971,92.4104,2208,38.9,SOUTH_WEST,STEEP_MOUNTAIN,4.35
TR002018,Arunachal Pradesh,Papum Pare,27.1594,93.573,348,18.9,NORTH_EAST,DISSECTED_HILLS,1.48
TR002019,Arunachal Pradesh,East Siang,28.0843,95.4441,120,7.1,NORTH,RIVER_VALLEY,0.58
TR002020,Arunachal Pradesh,Lower Subansiri,27.585,93.7771,1605,34.6,NORTH,STEEP_MOUNTAIN,3.03
TR002021,Assam,Kamrup Metropolitan,26.2155,91.6812,20,3.2,NORTH_EAST,PLAINS,1.16
TR002022,Assam,Kamrup Rural,26.1848,91.5069,99,3.2,NORTH,PLAINS,0.61
TR002023,Assam,Darrang,26.4582,91.8821,49,3.3,SOUTH_EAST,FLOOD_BASIN,0.61
TR002024,Assam,Sonitpur,26.6741,92.8343,92,0.4,SOUTH_WEST,RIVER_VALLEY,0.39
TR002025,Assam,Dibrugarh,27.6165,94.8881,117,2.2,WEST,FLOOD_BASIN,0.54
TR002026,Assam,Cachar,24.7481,92.6918,20,4.2,NORTH_WEST,FLOOD_BASIN,0.32
TR002027,Assam,Nagaon,26.1995,92.7781,20,0.4,EAST,PLAINS,0.65
TR002028,Meghalaya,East Khasi Hills,25.6745,91.7807,1493,31.2,NORTH_EAST,PLATEAU_ESCARPMENT,2.25
TR002029,Meghalaya,West Khasi Hills,25.4831,91.2157,1289,27.6,SOUTH_WEST,PLATEAU_ESCARPMENT,2.18
TR002030,Meghalaya,Ri-Bhoi,25.8507,92.0079,548,16.1,EAST,DISSECTED_HILLS,1.36
TR002031,Meghalaya,West Jaintia Hills,25.4785,92.2128,1318,24.9,SOUTH,DISSECTED_HILLS,1.28
TR002032,Sikkim,East Sikkim,27.393,88.6467,1679,42.6,NORTH,VALLEY_GORGE,0.45
TR002033,Sikkim,North Sikkim,27.6071,88.6986,2493,50.2,SOUTH_EAST,HIGH_ALPINE,0.11
TR002034,Sikkim,South Sikkim,27.0249,88.4797,1253,36.2,SOUTH_EAST,VALLEY_GORGE,0.64
TR002035,Nagaland,Kohima,25.8033,93.9885,1436,35.8,SOUTH_WEST,DISSECTED_HILLS,2.07
TR002036,Nagaland,Dimapur,25.9571,93.833,162,2.4,EAST,PLAINS,0.95
TR002037,Nagaland,Mokokchung,26.2893,94.4287,1320,33.3,NORTH_WEST,DISSECTED_HILLS,2.08
TR002038,Manipur,Imphal West,24.9051,93.926,841,3.8,SOUTH_WEST,RIVER_VALLEY,0.71
TR002039,Manipur,Bishnupur,24.7047,93.6168,757,4.9,WEST,RIVER_VALLEY,0.38
TR002040,Manipur,Senapati,25.1903,94.0576,1229,31.2,NORTH_EAST,DISSECTED_HILLS,1.67
TR002041,Mizoram,Aizawl,23.7015,92.6401,1185,35.0,NORTH_WEST,RIDGE_SLOPE,1.77
TR002042,Mizoram,Kolasib,24.0779,92.7672,657,26.1,NORTH_EAST,DISSECTED_HILLS,1.48
TR002043,Mizoram,Lunglei,22.91,92.6905,1033,34.0,SOUTH_EAST,RIDGE_SLOPE,2.41
TR002044,Tripura,West Tripura,23.9735,91.1946,57,1.6,NORTH_WEST,ROLLING_PLAINS,0.98
TR002045,Tripura,Sipahijala,23.7646,91.2907,92,3.7,WEST,ROLLING_PLAINS,3.19
TR002046,Tripura,Dhalai,23.7521,91.9713,146,10.3,NORTH_WEST,LOW_HILLS,1.5
TR002047,Arunachal Pradesh,Tawang,27.6491,91.7473,2855,45.2,EAST,HIGH_ALPINE,5.46
TR002048,Arunachal Pradesh,West Kameng,27.3674,92.4541,2173,39.7,NORTH_WEST,STEEP_MOUNTAIN,4.35
TR002049,Arunachal Pradesh,Papum Pare,27.0471,93.4946,263,18.2,NORTH_WEST,DISSECTED_HILLS,1.36
TR002050,Arunachal Pradesh,East Siang,28.094,95.1843,185,9.4,NORTH,RIVER_VALLEY,0.78
TR002051,Arunachal Pradesh,Lower Subansiri,27.5715,93.6876,1593,30.6,SOUTH,STEEP_MOUNTAIN,2.84
TR002052,Assam,Kamrup Metropolitan,26.184,91.6936,25,2.0,NORTH_EAST,PLAINS,0.69
TR002053,Assam,Kamrup Rural,26.0931,91.6641,90,2.3,EAST,PLAINS,0.86
TR002054,Assam,Darrang,26.5331,92.0788,27,0.4,SOUTH_WEST,FLOOD_BASIN,0.14
TR002055,Assam,Sonitpur,26.4907,92.938,128,0.4,WEST,RIVER_VALLEY,0.55
TR002056,Assam,Dibrugarh,27.5016,94.7941,84,0.4,EAST,FLOOD_BASIN,0.27
TR002057,Assam,Cachar,24.7065,92.8823,81,3.5,SOUTH,FLOOD_BASIN,0.2
TR002058,Assam,Nagaon,26.3425,92.5406,20,0.9,NORTH_WEST,PLAINS,0.86
TR002059,Meghalaya,East Khasi Hills,25.4919,91.8693,1543,29.6,NORTH_EAST,PLATEAU_ESCARPMENT,2.54
TR002060,Meghalaya,West Khasi Hills,25.6026,91.1639,1221,30.0,SOUTH_EAST,PLATEAU_ESCARPMENT,1.98
TR002061,Meghalaya,Ri-Bhoi,25.9394,91.9864,505,18.9,SOUTH_WEST,DISSECTED_HILLS,1.9
TR002062,Meghalaya,West Jaintia Hills,25.4452,92.2342,1339,23.5,NORTH_WEST,DISSECTED_HILLS,1.19
TR002063,Sikkim,East Sikkim,27.2653,88.493,1667,39.6,EAST,VALLEY_GORGE,0.05
TR002064,Sikkim,North Sikkim,27.5035,88.4457,2500,47.8,SOUTH_WEST,HIGH_ALPINE,0.63
TR002065,Sikkim,South Sikkim,27.0288,88.2416,1250,37.3,WEST,VALLEY_GORGE,0.76
TR002066,Nagaland,Kohima,25.6054,94.1031,1391,35.0,SOUTH_EAST,DISSECTED_HILLS,1.91
TR002067,Nagaland,Dimapur,25.8451,93.8011,198,3.5,NORTH_WEST,PLAINS,1.27
TR002068,Nagaland,Mokokchung,26.4517,94.445,1285,31.9,NORTH,DISSECTED_HILLS,2.43
TR002069,Manipur,Imphal West,24.7513,93.9046,799,3.7,NORTH,RIVER_VALLEY,0.63
TR002070,Manipur,Bishnupur,24.5321,93.6762,802,3.4,EAST,RIVER_VALLEY,0.62
TR002071,Manipur,Senapati,25.2371,94.0841,1294,28.6,SOUTH_WEST,DISSECTED_HILLS,1.22
TR002072,Mizoram,Aizawl,23.692,92.6275,1115,32.4,NORTH_EAST,RIDGE_SLOPE,2.16
TR002073,Mizoram,Kolasib,24.0893,92.5802,554,26.8,EAST,DISSECTED_HILLS,1.11
TR002074,Mizoram,Lunglei,22.8529,92.7712,1072,32.2,SOUTH_EAST,RIDGE_SLOPE,2.88
TR002075,Tripura,West Tripura,23.7872,91.1458,20,3.6,NORTH_EAST,ROLLING_PLAINS,1.23
TR002076,Tripura,Sipahijala,23.5408,91.2356,20,3.8,WEST,ROLLING_PLAINS,2.79
TR002077,Tripura,Dhalai,23.9339,91.7367,120,12.9,EAST,LOW_HILLS,1.82
TR002078,Arunachal Pradesh,Tawang,27.5002,91.8796,2881,46.5,WEST,HIGH_ALPINE,5.32
TR002079,Arunachal Pradesh,West Kameng,27.2302,92.4464,2207,36.6,SOUTH_EAST,STEEP_MOUNTAIN,4.61
TR002080,Arunachal Pradesh,Papum Pare,27.1653,93.7505,363,20.3,SOUTH_EAST,DISSECTED_HILLS,1.0
TR002081,Arunachal Pradesh,East Siang,28.1838,95.3025,191,8.9,WEST,RIVER_VALLEY,0.68
TR002082,Arunachal Pradesh,Lower Subansiri,27.4594,93.6949,1563,32.4,SOUTH_WEST,STEEP_MOUNTAIN,3.19
TR002083,Assam,Kamrup Metropolitan,26.1209,91.6234,20,1.7,SOUTH_EAST,PLAINS,0.93
TR002084,Assam,Kamrup Rural,26.1059,91.4184,20,1.6,SOUTH,PLAINS,0.91
TR002085,Assam,Darrang,26.5984,92.1545,28,0.4,NORTH_WEST,FLOOD_BASIN,0.68
TR002086,Assam,Sonitpur,26.4949,92.8026,85,0.4,NORTH_WEST,RIVER_VALLEY,0.67
TR002087,Assam,Dibrugarh,27.3436,94.7905,150,0.4,NORTH_WEST,FLOOD_BASIN,0.35
TR002088,Assam,Cachar,24.7785,92.7326,20,2.1,SOUTH_EAST,FLOOD_BASIN,0.15
TR002089,Assam,Nagaon,26.3789,92.652,93,3.4,SOUTH_EAST,PLAINS,0.77
TR002090,Meghalaya,East Khasi Hills,25.6211,92.0164,1537,29.9,WEST,PLATEAU_ESCARPMENT,2.35
TR002091,Meghalaya,West Khasi Hills,25.3688,91.1244,1221,26.2,EAST,PLATEAU_ESCARPMENT,2.2
TR002092,Meghalaya,Ri-Bhoi,26.0084,91.9473,518,14.9,SOUTH_EAST,DISSECTED_HILLS,1.37
TR002093,Meghalaya,West Jaintia Hills,25.5707,92.1607,1385,26.2,SOUTH,DISSECTED_HILLS,0.85
TR002094,Sikkim,East Sikkim,27.3954,88.4722,1703,43.4,EAST,VALLEY_GORGE,0.05
TR002095,Sikkim,North Sikkim,27.6341,88.4225,2432,49.4,SOUTH_WEST,HIGH_ALPINE,0.56
TR002096,Sikkim,South Sikkim,27.1339,88.4096,1358,34.4,EAST,VALLEY_GORGE,0.45
TR002097,Nagaland,Kohima,25.563,94.2172,1476,36.2,WEST,DISSECTED_HILLS,2.1
TR002098,Nagaland,Dimapur,26.0254,93.7686,220,1.9,WEST,PLAINS,0.99
TR002099,Nagaland,Mokokchung,26.3484,94.5684,1295,30.1,NORTH,DISSECTED_HILLS,2.33
TR002100,Manipur,Imphal West,24.7347,93.8659,762,3.3,WEST,RIVER_VALLEY,0.48
TR002101,Manipur,Bishnupur,24.7331,93.6872,792,4.7,SOUTH,RIVER_VALLEY,0.18
TR002102,Manipur,Senapati,25.1334,94.1515,1197,28.1,NORTH_WEST,DISSECTED_HILLS,1.59
TR002103,Mizoram,Aizawl,23.7175,92.6831,1132,31.0,SOUTH_WEST,RIDGE_SLOPE,1.89
TR002104,Mizoram,Kolasib,24.2472,92.6883,659,23.6,SOUTH_EAST,DISSECTED_HILLS,1.56
TR002105,Mizoram,Lunglei,22.9426,92.7866,1068,31.5,EAST,RIDGE_SLOPE,2.84
TR002106,Tripura,West Tripura,23.7471,91.2459,32,3.9,SOUTH_WEST,ROLLING_PLAINS,1.28
TR002107,Tripura,Sipahijala,23.719,91.2184,20,2.6,SOUTH_WEST,ROLLING_PLAINS,3.0
TR002108,Tripura,Dhalai,23.9854,91.8732,93,10.2,NORTH_WEST,LOW_HILLS,1.92
TR002109,Arunachal Pradesh,Tawang,27.6596,91.7816,2954,44.3,SOUTH_EAST,HIGH_ALPINE,5.12
TR002110,Arunachal Pradesh,West Kameng,27.2574,92.4252,2185,36.8,EAST,STEEP_MOUNTAIN,4.85
TR002111,Arunachal Pradesh,Papum Pare,26.9756,93.596,279,18.0,SOUTH,DISSECTED_HILLS,1.23
TR002112,Arunachal Pradesh,East Siang,28.0161,95.3084,142,7.2,NORTH,RIVER_VALLEY,0.57
TR002113,Arunachal Pradesh,Lower Subansiri,27.6196,93.8068,1537,30.8,NORTH_WEST,STEEP_MOUNTAIN,2.66
TR002114,Assam,Kamrup Metropolitan,26.0773,91.7684,61,0.9,SOUTH_EAST,PLAINS,0.99
TR002115,Assam,Kamrup Rural,26.2289,91.6997,26,0.4,WEST,PLAINS,0.93
TR002116,Assam,Darrang,26.4746,91.9526,60,0.4,SOUTH_WEST,FLOOD_BASIN,0.2
TR002117,Assam,Sonitpur,26.6699,92.8573,68,1.6,EAST,RIVER_VALLEY,0.39
TR002118,Assam,Dibrugarh,27.57,94.9695,111,0.4,SOUTH_WEST,FLOOD_BASIN,0.66
TR002119,Assam,Cachar,24.7876,92.7153,41,0.7,SOUTH_WEST,FLOOD_BASIN,0.05
TR002120,Assam,Nagaon,26.2507,92.8063,83,0.9,NORTH,PLAINS,0.65
TR002121,Meghalaya,East Khasi Hills,25.7008,91.8149,1470,31.4,SOUTH_WEST,PLATEAU_ESCARPMENT,2.06
TR002122,Meghalaya,West Khasi Hills,25.4596,91.2466,1221,28.8,EAST,PLATEAU_ESCARPMENT,1.83
TR002123,Meghalaya,Ri-Bhoi,25.7562,92.0223,602,14.4,NORTH,DISSECTED_HILLS,1.69
TR002124,Meghalaya,West Jaintia Hills,25.5559,92.2282,1330,26.4,WEST,DISSECTED_HILLS,1.17
TR002125,Sikkim,East Sikkim,27.2632,88.4893,1694,39.6,SOUTH_EAST,VALLEY_GORGE,0.29
TR002126,Sikkim,North Sikkim,27.4372,88.4685,2454,46.8,SOUTH_EAST,HIGH_ALPINE,0.15
TR002127,Sikkim,South Sikkim,27.0482,88.2914,1334,35.4,NORTH_WEST,VALLEY_GORGE,0.47
TR002128,Nagaland,Kohima,25.6303,94.1223,1464,35.7,NORTH,DISSECTED_HILLS,1.79
TR002129,Nagaland,Dimapur,25.7609,93.6833,225,3.0,WEST,PLAINS,0.99
TR002130,Nagaland,Mokokchung,26.3742,94.6295,1367,31.5,NORTH_WEST,DISSECTED_HILLS,1.92
TR002131,Manipur,Imphal West,24.8727,94.0053,727,0.4,NORTH_EAST,RIVER_VALLEY,0.52
TR002132,Manipur,Bishnupur,24.5485,93.9127,755,3.5,NORTH,RIVER_VALLEY,0.21
TR002133,Manipur,Senapati,25.3323,94.152,1236,28.0,SOUTH,DISSECTED_HILLS,1.21
TR002134,Mizoram,Aizawl,23.8533,92.6809,1083,35.3,EAST,RIDGE_SLOPE,2.32
TR002135,Mizoram,Kolasib,24.2736,92.7998,607,26.9,SOUTH_WEST,DISSECTED_HILLS,1.52
TR002136,Mizoram,Lunglei,22.7825,92.8631,1004,33.4,SOUTH_WEST,RIDGE_SLOPE,2.5
TR002137,Tripura,West Tripura,23.8067,91.435,20,0.6,NORTH_WEST,ROLLING_PLAINS,1.33
TR002138,Tripura,Sipahijala,23.6956,91.4123,20,2.7,NORTH_WEST,ROLLING_PLAINS,2.85
TR002139,Tripura,Dhalai,23.9904,91.9377,116,10.1,SOUTH_EAST,LOW_HILLS,1.36
TR002140,Arunachal Pradesh,Tawang,27.7143,91.7535,2927,42.8,EAST,HIGH_ALPINE,5.58
TR002141,Arunachal Pradesh,West Kameng,27.3016,92.4652,2178,37.9,NORTH_EAST,STEEP_MOUNTAIN,4.29
TR002142,Arunachal Pradesh,Papum Pare,27.0388,93.6028,287,17.4,WEST,DISSECTED_HILLS,1.34
TR002143,Arunachal Pradesh,East Siang,27.932,95.2677,150,8.5,EAST,RIVER_VALLEY,0.69
TR002144,Arunachal Pradesh,Lower Subansiri,27.415,93.7213,1612,31.3,EAST,STEEP_MOUNTAIN,3.11
TR002145,Assam,Kamrup Metropolitan,26.1941,91.8169,20,3.5,SOUTH_EAST,PLAINS,1.01
TR002146,Assam,Kamrup Rural,26.0778,91.6319,53,1.3,NORTH,PLAINS,0.4
TR002147,Assam,Darrang,26.3677,92.023,37,0.4,NORTH,FLOOD_BASIN,0.49
TR002148,Assam,Sonitpur,26.5997,92.7623,133,0.4,SOUTH_EAST,RIVER_VALLEY,0.42
TR002149,Assam,Dibrugarh,27.4134,94.8552,120,0.5,SOUTH_WEST,FLOOD_BASIN,0.72
TR002150,Assam,Cachar,24.9246,92.6707,63,0.4,SOUTH_WEST,FLOOD_BASIN,0.05
TR002151,Assam,Nagaon,26.3615,92.6243,20,0.4,NORTH_WEST,PLAINS,1.05
TR002152,Meghalaya,East Khasi Hills,25.5671,91.7983,1530,32.4,NORTH_EAST,PLATEAU_ESCARPMENT,2.23
TR002153,Meghalaya,West Khasi Hills,25.4016,91.2426,1260,28.0,SOUTH,PLATEAU_ESCARPMENT,2.0
TR002154,Meghalaya,Ri-Bhoi,25.8573,91.8363,549,16.1,EAST,DISSECTED_HILLS,1.52
TR002155,Meghalaya,West Jaintia Hills,25.3083,92.2177,1368,25.6,NORTH_EAST,DISSECTED_HILLS,1.34
TR002156,Sikkim,East Sikkim,27.3735,88.5472,1621,42.4,EAST,VALLEY_GORGE,0.09
TR002157,Sikkim,North Sikkim,27.5363,88.67,2502,47.5,SOUTH_EAST,HIGH_ALPINE,0.54
TR002158,Sikkim,South Sikkim,27.1378,88.3209,1240,36.0,WEST,VALLEY_GORGE,0.65
TR002159,Nagaland,Kohima,25.6805,94.2104,1390,33.6,SOUTH,DISSECTED_HILLS,2.09
TR002160,Nagaland,Dimapur,25.9518,93.6775,147,5.4,WEST,PLAINS,1.02
TR002161,Nagaland,Mokokchung,26.3822,94.6293,1275,32.2,WEST,DISSECTED_HILLS,2.29
TR002162,Manipur,Imphal West,24.8888,93.8027,751,2.3,WEST,RIVER_VALLEY,0.62
TR002163,Manipur,Bishnupur,24.7726,93.6554,824,4.4,NORTH,RIVER_VALLEY,0.6
TR002164,Manipur,Senapati,25.2003,93.9533,1309,27.0,SOUTH,DISSECTED_HILLS,1.47
TR002165,Mizoram,Aizawl,23.7834,92.602,1070,31.3,SOUTH_WEST,RIDGE_SLOPE,2.32
TR002166,Mizoram,Kolasib,24.2259,92.6042,563,24.4,SOUTH,DISSECTED_HILLS,1.49
TR002167,Mizoram,Lunglei,22.8631,92.6067,975,30.5,SOUTH_WEST,RIDGE_SLOPE,2.56
TR002168,Tripura,West Tripura,23.7367,91.2073,83,2.3,SOUTH_EAST,ROLLING_PLAINS,1.48
TR002169,Tripura,Sipahijala,23.6894,91.4198,50,1.1,EAST,ROLLING_PLAINS,2.65
TR002170,Tripura,Dhalai,23.7065,91.7425,175,12.8,SOUTH,LOW_HILLS,1.46
TR002171,Arunachal Pradesh,Tawang,27.6586,91.8734,2900,44.4,SOUTH_EAST,HIGH_ALPINE,5.14
TR002172,Arunachal Pradesh,West Kameng,27.1445,92.4425,2187,38.8,SOUTH_WEST,STEEP_MOUNTAIN,4.5
TR002173,Arunachal Pradesh,Papum Pare,27.1597,93.4988,313,20.1,NORTH_WEST,DISSECTED_HILLS,1.05
TR002174,Arunachal Pradesh,East Siang,28.001,95.212,144,6.8,SOUTH,RIVER_VALLEY,0.35
TR002175,Arunachal Pradesh,Lower Subansiri,27.5935,93.948,1579,32.1,NORTH_WEST,STEEP_MOUNTAIN,3.14
TR002176,Assam,Kamrup Metropolitan,26.1009,91.628,107,2.3,NORTH_EAST,PLAINS,0.73
TR002177,Assam,Kamrup Rural,26.3295,91.5193,107,2.7,SOUTH_WEST,PLAINS,0.49
TR002178,Assam,Darrang,26.5728,92.0385,57,0.4,SOUTH,FLOOD_BASIN,0.48
TR002179,Assam,Sonitpur,26.5894,92.8584,61,1.9,NORTH_EAST,RIVER_VALLEY,0.81
TR002180,Assam,Dibrugarh,27.3648,94.9975,132,0.4,SOUTH_WEST,FLOOD_BASIN,0.41
TR002181,Assam,Cachar,24.9581,92.8224,20,4.1,NORTH_WEST,FLOOD_BASIN,0.34
TR002182,Assam,Nagaon,26.2493,92.7466,68,2.4,NORTH,PLAINS,0.79
