flood_id,date,state,district,latitude,longitude,rainfall_24h_mm,river_level_m,river_distance_km,elevation_m,flood_occurred,severity,road_blocked,duration_hours,current_system_score
FL001944,2025-10-12,Nagaland,Mokokchung,26.2906,94.476,10.8,6.24,2.42,1296,0,NONE,0,0.0,0.275
FL001945,2025-10-12,Manipur,Imphal West,24.7824,94.0521,4.4,2.8,0.57,830,0,NONE,0,0.0,0.304
FL001946,2025-10-12,Manipur,Bishnupur,24.7796,93.6819,7.0,3.05,0.45,746,0,NONE,0,0.0,0.206
FL001947,2025-10-12,Manipur,Senapati,25.1455,94.137,11.0,3.75,1.18,1307,0,NONE,0,0.0,0.178
FL001948,2025-10-12,Mizoram,Aizawl,23.6224,92.6962,6.3,4.78,2.19,1112,0,NONE,0,0.0,0.073
FL001949,2025-10-13,Mizoram,Kolasib,24.1151,92.7302,1.2,5.02,1.14,588,0,NONE,0,0.0,0.138
FL001950,2025-10-13,Mizoram,Lunglei,22.9926,92.6713,6.7,3.23,2.86,1023,0,NONE,0,0.0,0.176
FL001951,2025-10-13,Tripura,West Tripura,23.9247,91.3502,5.8,3.53,1.51,20,0,NONE,0,0.0,0.052
FL001952,2025-10-13,Tripura,Sipahijala,23.7784,91.3953,6.6,4.12,2.8,20,0,NONE,0,0.0,0.099
FL001953,2025-10-13,Tripura,Dhalai,23.9164,91.9357,8.7,6.4,1.42,141,0,NONE,0,0.0,0.235
FL001954,2025-10-13,Arunachal Pradesh,Tawang,27.5643,91.9274,2.3,6.21,5.6,2858,0,NONE,0,0.0,0.285
FL001955,2025-10-13,Arunachal Pradesh,West Kameng,27.1691,92.3814,5.5,4.19,4.56,2180,0,NONE,0,0.0,0.379
FL001956,2025-10-13,Arunachal Pradesh,Papum Pare,27.2423,93.6471,4.6,2.67,1.47,341,0,NONE,0,0.0,0.356
FL001957,2025-10-13,Arunachal Pradesh,East Siang,28.1122,95.2498,10.5,5.25,0.5,148,0,NONE,0,0.0,0.251
FL001958,2025-10-13,Arunachal Pradesh,Lower Subansiri,27.5478,93.8409,4.2,2.91,2.93,1529,0,NONE,0,0.0,0.172
FL001959,2025-10-14,Assam,Kamrup Metropolitan,26.1211,91.7596,11.5,5.87,0.69,83,0,NONE,0,0.0,0.249
FL001960,2025-10-14,Assam,Kamrup Rural,26.0612,91.5205,10.4,2.87,0.36,24,0,NONE,0,0.0,0.303
FL001961,2025-10-14,Assam,Darrang,26.4695,92.1683,2.3,3.57,0.64,109,0,NONE,0,0.0,0.063
FL001962,2025-10-14,Assam,Sonitpur,26.5921,92.8974,10.9,5.16,0.44,117,0,NONE,0,0.0,0.168
FL001963,2025-10-14,Assam,Dibrugarh,27.366,95.018,12.3,3.94,0.31,167,0,NONE,0,0.0,0.322
FL001964,2025-10-14,Assam,Cachar,24.9316,92.6457,3.8,4.94,0.4,20,0,NONE,0,0.0,0.158
FL001965,2025-10-14,Assam,Nagaon,26.2381,92.7539,6.0,3.84,0.69,93,0,NONE,0,0.0,0.226
FL001966,2025-10-14,Meghalaya,East Khasi Hills,25.6392,91.9421,1.2,4.65,2.34,1439,0,NONE,0,0.0,0.232
FL001967,2025-10-14,Meghalaya,West Khasi Hills,25.4075,91.1541,10.3,5.27,1.6,1238,0,NONE,0,0.0,0.086
FL001968,2025-10-14,Meghalaya,Ri-Bhoi,25.9208,91.9741,3.5,3.27,1.56,509,0,NONE,0,0.0,0.15
FL001969,2025-10-15,Meghalaya,West Jaintia Hills,25.342,92.2082,9.5,3.76,1.32,1308,0,NONE,0,0.0,0.14
FL001970,2025-10-15,Sikkim,East Sikkim,27.3221,88.65,3.2,3.11,0.05,1591,0,NONE,0,0.0,0.029
FL001971,2025-10-15,Sikkim,North Sikkim,27.6143,88.4096,1.4,4.51,0.15,2486,0,NONE,0,0.0,0.029
FL001972,2025-10-15,Sikkim,South Sikkim,27.1389,88.3271,1.0,6.42,0.61,1352,0,NONE,0,0.0,0.319
FL001973,2025-10-15,Nagaland,Kohima,25.6025,94.1302,3.5,2.6,1.83,1419,0,NONE,0,0.0,0.118
FL001974,2025-10-15,Nagaland,Dimapur,25.8038,93.8694,11.2,4.98,1.27,201,0,NONE,0,0.0,0.207
FL001975,2025-10-15,Nagaland,Mokokchung,26.3979,94.4901,3.4,3.67,1.97,1267,0,NONE,0,0.0,0.128
FL001976,2025-10-15,Manipur,Imphal West,24.8908,93.9546,10.6,2.78,0.7,832,0,NONE,0,0.0,0.359
FL001977,2025-10-15,Manipur,Bishnupur,24.6256,93.8103,0.6,5.61,0.16,761,0,NONE,0,0.0,0.113
FL001978,2025-10-15,Manipur,Senapati,25.351,94.054,8.7,3.46,1.22,1214,0,NONE,0,0.0,0.175
FL001979,2025-10-16,Mizoram,Aizawl,23.6859,92.8012,4.5,3.86,1.93,1112,0,NONE,0,0.0,0.334
FL001980,2025-10-16,Mizoram,Kolasib,24.2325,92.5496,8.9,3.01,1.54,626,0,NONE,0,0.0,0.323
FL001981,2025-10-16,Mizoram,Lunglei,22.7863,92.6505,11.5,3.64,2.42,1078,0,NONE,0,0.0,0.087
FL001982,2025-10-16,Tripura,West Tripura,23.9745,91.3062,7.1,5.83,1.26,47,0,NONE,0,0.0,0.309
FL001983,2025-10-16,Tripura,Sipahijala,23.4994,91.19,8.7,5.77,2.78,20,0,NONE,0,0.0,0.185
FL001984,2025-10-16,Tripura,Dhalai,23.7847,91.8194,6.8,2.88,1.6,104,0,NONE,0,0.0,0.194
FL001985,2025-10-16,Arunachal Pradesh,Tawang,27.5429,91.7483,13.9,2.76,5.21,2926,0,NONE,0,0.0,0.068
FL001986,2025-10-16,Arunachal Pradesh,West Kameng,27.3369,92.2962,8.0,6.0,4.27,2243,0,NONE,0,0.0,0.049
FL001987,2025-10-16,Arunachal Pradesh,Papum Pare,27.1892,93.6097,12.1,4.57,1.14,371,0,NONE,0,0.0,0.282
FL001988,2025-10-16,Arunachal Pradesh,East Siang,27.9615,95.3149,10.6,3.24,0.77,208,0,NONE,0,0.0,0.199
FL001989,2025-10-17,Arunachal Pradesh,Lower Subansiri,27.4695,93.7447,1.2,3.22,3.05,1587,0,NONE,0,0.0,0.177
FL001990,2025-10-17,Assam,Kamrup Metropolitan,26.0428,91.8753,10.4,2.76,0.95,61,0,NONE,0,0.0,0.283
FL001991,2025-10-17,Assam,Kamrup Rural,26.192,91.6426,7.1,2.95,0.57,55,0,NONE,0,0.0,0.296
FL001992,2025-10-17,Assam,Darrang,26.4101,92.1378,1.9,4.76,0.51,47,0,NONE,0,0.0,0.077
FL001993,2025-10-17,Assam,Sonitpur,26.6887,92.7143,2.4,2.84,0.87,96,0,NONE,0,0.0,0.24
FL001994,2025-10-17,Assam,Dibrugarh,27.4929,95.0603,9.6,2.87,0.24,60,0,NONE,0,0.0,0.069
FL001995,2025-10-17,Assam,Cachar,24.9444,92.793,11.1,4.91,0.05,67,0,NONE,0,0.0,0.29
FL001996,2025-10-17,Assam,Nagaon,26.2234,92.6281,11.1,2.51,0.49,123,0,NONE,0,0.0,0.257
FL001997,2025-10-17,Meghalaya,East Khasi Hills,25.6018,91.8493,0.9,5.79,2.45,1439,0,NONE,0,0.0,0.364
FL001998,2025-10-17,Meghalaya,West Khasi Hills,25.4374,91.252,9.2,4.24,1.84,1252,0,NONE,0,0.0,0.045
FL001999,2025-10-18,Meghalaya,Ri-Bhoi,26.0272,92.0119,13.1,4.39,1.49,562,0,NONE,0,0.0,0.041
FL002000,2025-10-18,Meghalaya,West Jaintia Hills,25.386,92.1727,6.4,4.21,0.93,1349,0,NONE,0,0.0,0.122
FL002001,2025-10-18,Sikkim,East Sikkim,27.2989,88.71,11.9,5.17,0.29,1630,0,NONE,0,0.0,0.114
FL002002,2025-10-18,Sikkim,North Sikkim,27.5018,88.4788,2.7,3.29,0.08,2502,0,NONE,0,0.0,0.109
FL002003,2025-10-18,Sikkim,South Sikkim,27.3132,88.2171,0.6,5.98,0.68,1341,0,NONE,0,0.0,0.346
FL002004,2025-10-18,Nagaland,Kohima,25.5275,94.2145,11.6,3.34,1.92,1417,0,NONE,0,0.0,0.11
FL002005,2025-10-18,Nagaland,Dimapur,26.0129,93.6444,7.6,5.67,0.71,246,0,NONE,0,0.0,0.118
FL002006,2025-10-18,Nagaland,Mokokchung,26.3148,94.5627,8.8,4.06,1.92,1375,0,NONE,0,0.0,0.293
FL002007,2025-10-18,Manipur,Imphal West,24.7211,93.8193,8.5,5.95,0.53,843,0,NONE,0,0.0,0.182
FL002008,2025-10-18,Manipur,Bishnupur,24.6029,93.6338,1.7,3.75,0.37,753,0,NONE,0,0.0,0.3
FL002009,2025-10-19,Manipur,Senapati,25.3207,94.0029,9.8,4.71,1.5,1225,0,NONE,0,0.0,0.044
FL002010,2025-10-19,Mizoram,Aizawl,23.8617,92.6113,1.8,3.27,1.77,1097,0,NONE,0,0.0,0.196
FL002011,2025-10-19,Mizoram,Kolasib,24.2503,92.6441,5.9,6.06,1.46,669,0,NONE,0,0.0,0.032
FL002012,2025-10-19,Mizoram,Lunglei,23.0236,92.654,12.4,3.15,2.87,987,0,NONE,0,0.0,0.043
FL002013,2025-10-19,Tripura,West Tripura,23.8866,91.2178,7.1,3.79,1.04,56,0,NONE,0,0.0,0.346
FL002014,2025-10-19,Tripura,Sipahijala,23.5672,91.1865,12.8,2.53,3.12,83,0,NONE,0,0.0,0.07
FL002015,2025-10-19,Tripura,Dhalai,23.8574,91.9009,3.3,3.39,1.38,113,0,NONE,0,0.0,0.212
FL002016,2025-10-19,Arunachal Pradesh,Tawang,27.7046,91.838,2.7,3.94,5.08,2936,0,NONE,0,0.0,0.168
FL002017,2025-10-19,Arunachal Pradesh,West Kameng,27.3971,92.4104,3.6,3.47,4.35,2208,0,NONE,0,0.0,0.145
FL002018,2025-10-19,Arunachal Pradesh,Papum Pare,27.1594,93.573,11.2,6.17,1.48,348,0,NONE,0,0.0,0.344
FL002019,2025-10-20,Arunachal Pradesh,East Siang,28.0843,95.4441,7.8,5.49,0.58,120,0,NONE,0,0.0,0.028
FL002020,2025-10-20,Arunachal Pradesh,Lower Subansiri,27.585,93.7771,7.7,6.37,3.03,1605,0,NONE,0,0.0,0.259
FL002021,2025-10-20,Assam,Kamrup Metropolitan,26.2155,91.6812,13.6,5.76,1.16,20,0,NONE,0,0.0,0.367
FL002022,2025-10-20,Assam,Kamrup Rural,26.1848,91.5069,0.8,2.85,0.61,99,0,NONE,0,0.0,0.222
FL002023,2025-10-20,Assam,Darrang,26.4582,91.8821,1.9,2.9,0.61,49,0,NONE,0,0.0,0.357
FL002024,2025-10-20,Assam,Sonitpur,26.6741,92.8343,5.8,3.85,0.39,92,0,NONE,0,0.0,0.039
FL002025,2025-10-20,Assam,Dibrugarh,27.6165,94.8881,6.4,3.7,0.54,117,0,NONE,0,0.0,0.171
FL002026,2025-10-20,Assam,Cachar,24.7481,92.6918,13.2,4.11,0.32,20,0,NONE,0,0.0,0.114
FL002027,2025-10-20,Assam,Nagaon,26.1995,92.7781,12.5,3.81,0.65,20,0,NONE,0,0.0,0.283
FL002028,2025-10-20,Meghalaya,East Khasi Hills,25.6745,91.7807,8.8,5.92,2.25,1493,0,NONE,0,0.0,0.373
FL002029,2025-10-21,Meghalaya,West Khasi Hills,25.4831,91.2157,12.6,2.78,2.18,1289,0,NONE,0,0.0,0.112
FL002030,2025-10-21,Meghalaya,Ri-Bhoi,25.8507,92.0079,8.5,4.82,1.36,548,0,NONE,0,0.0,0.256
FL002031,2025-10-21,Meghalaya,West Jaintia Hills,25.4785,92.2128,2.4,5.17,1.28,1318,0,NONE,0,0.0,0.091
FL002032,2025-10-21,Sikkim,East Sikkim,27.393,88.6467,5.2,3.93,0.45,1679,0,NONE,0,0.0,0.224
FL002033,2025-10-21,Sikkim,North Sikkim,27.6071,88.6986,1.7,4.78,0.11,2493,0,NONE,0,0.0,0.187
FL002034,2025-10-21,Sikkim,South Sikkim,27.0249,88.4797,8.0,5.91,0.64,1253,0,NONE,0,0.0,0.37
FL002035,2025-10-21,Nagaland,Kohima,25.8033,93.9885,3.6,4.3,2.07,1436,0,NONE,0,0.0,0.239
FL002036,2025-10-21,Nagaland,Dimapur,25.9571,93.833,4.2,2.67,0.95,162,0,NONE,0,0.0,0.146
FL002037,2025-10-21,Nagaland,Mokokchung,26.2893,94.4287,4.3,2.88,2.08,1320,0,NONE,0,0.0,0.061
FL002038,2025-10-21,Manipur,Imphal West,24.9051,93.926,5.9,5.72,0.71,841,0,NONE,0,0.0,0.074
FL002039,2025-10-22,Manipur,Bishnupur,24.7047,93.6168,3.4,2.51,0.38,757,0,NONE,0,0.0,0.101
FL002040,2025-10-22,Manipur,Senapati,25.1903,94.0576,7.3,4.21,1.67,1229,0,NONE,0,0.0,0.11
FL002041,2025-10-22,Mizoram,Aizawl,23.7015,92.6401,10.8,5.13,1.77,1185,0,NONE,0,0.0,0.326
FL002042,2025-10-22,Mizoram,Kolasib,24.0779,92.7672,10.2,3.0,1.48,657,0,NONE,0,0.0,0.222
FL002043,2025-10-22,Mizoram,Lunglei,22.91,92.6905,6.7,4.71,2.41,1033,0,NONE,0,0.0,0.208
FL002044,2025-10-22,Tripura,West Tripura,23.9735,91.1946,3.2,3.25,0.98,57,0,NONE,0,0.0,0.061
FL002045,2025-10-22,Tripura,Sipahijala,23.7646,91.2907,8.6,2.77,3.19,92,0,NONE,0,0.0,0.33
FL002046,2025-10-22,Tripura,Dhalai,23.7521,91.9713,11.4,3.56,1.5,146,0,NONE,0,0.0,0.28
FL002047,2025-10-22,Arunachal Pradesh,Tawang,27.6491,91.7473,4.0,6.19,5.46,2855,0,NONE,0,0.0,0.044
FL002048,2025-10-22,Arunachal Pradesh,West Kameng,27.3674,92.4541,2.4,3.82,4.35,2173,0,NONE,0,0.0,0.275
FL002049,2025-10-23,Arunachal Pradesh,Papum Pare,27.0471,93.4946,7.3,3.98,1.36,263,0,NONE,0,0.0,0.216
FL002050,2025-10-23,Arunachal Pradesh,East Siang,28.094,95.1843,9.2,5.72,0.78,185,0,NONE,0,0.0,0.049
FL002051,2025-10-23,Arunachal Pradesh,Lower Subansiri,27.5715,93.6876,8.3,5.96,2.84,1593,0,NONE,0,0.0,0.185
FL002052,2025-10-23,Assam,Kamrup Metropolitan,26.184,91.6936,11.9,5.64,0.69,25,0,NONE,0,0.0,0.194
FL002053,2025-10-23,Assam,Kamrup Rural,26.0931,91.6641,8.2,6.0,0.86,90,0,NONE,0,0.0,0.08
FL002054,2025-10-23,Assam,Darrang,26.5331,92.0788,3.2,4.96,0.14,27,0,NONE,0,0.0,0.36
FL002055,2025-10-23,Assam,Sonitpur,26.4907,92.938,5.0,4.56,0.55,128,0,NONE,0,0.0,0.326
FL002056,2025-10-23,Assam,Dibrugarh,27.5016,94.7941,5.9,5.71,0.27,84,0,NONE,0,0.0,0.261
FL002057,2025-10-23,Assam,Cachar,24.7065,92.8823,1.1,6.39,0.2,81,0,NONE,0,0.0,0.186
FL002058,2025-10-23,Assam,Nagaon,26.3425,92.5406,4.4,4.25,0.86,20,0,NONE,0,0.0,0.168
FL002059,2025-10-24,Meghalaya,East Khasi Hills,25.4919,91.8693,8.2,4.23,2.54,1543,0,NONE,0,0.0,0.254
FL002060,2025-10-24,Meghalaya,West Khasi Hills,25.6026,91.1639,4.7,4.18,1.98,1221,0,NONE,0,0.0,0.216
FL002061,2025-10-24,Meghalaya,Ri-Bhoi,25.9394,91.9864,0.5,5.91,1.9,505,0,NONE,0,0.0,0.042
FL002062,2025-10-24,Meghalaya,West Jaintia Hills,25.4452,92.2342,12.5,3.7,1.19,1339,0,NONE,0,0.0,0.205
FL002063,2025-10-24,Sikkim,East Sikkim,27.2653,88.493,10.5,5.18,0.05,1667,0,NONE,0,0.0,0.31
FL002064,2025-10-24,Sikkim,North Sikkim,27.5035,88.4457,5.9,5.38,0.63,2500,0,NONE,0,0.0,0.185
FL002065,2025-10-24,Sikkim,South Sikkim,27.0288,88.2416,11.9,6.09,0.76,1250,0,NONE,0,0.0,0.039
FL002066,2025-10-24,Nagaland,Kohima,25.6054,94.1031,11.9,4.53,1.91,1391,0,NONE,0,0.0,0.303
FL002067,2025-10-24,Nagaland,Dimapur,25.8451,93.8011,8.2,2.97,1.27,198,0,NONE,0,0.0,0.092
FL002068,2025-10-24,Nagaland,Mokokchung,26.4517,94.445,0.5,5.15,2.43,1285,0,NONE,0,0.0,0.113
FL002069,2025-10-25,Manipur,Imphal West,24.7513,93.9046,4.0,6.22,0.63,799,0,NONE,0,0.0,0.079
FL002070,2025-10-25,Manipur,Bishnupur,24.5321,93.6762,1.0,3.28,0.62,802,0,NONE,0,0.0,0.139
FL002071,2025-10-25,Manipur,Senapati,25.2371,94.0841,8.6,3.03,1.22,1294,0,NONE,0,0.0,0.292
FL002072,2025-10-25,Mizoram,Aizawl,23.692,92.6275,5.0,4.15,2.16,1115,0,NONE,0,0.0,0.207
FL002073,2025-10-25,Mizoram,Kolasib,24.0893,92.5802,7.0,4.29,1.11,554,0,NONE,0,0.0,0.094
FL002074,2025-10-25,Mizoram,Lunglei,22.8529,92.7712,12.5,3.27,2.88,1072,0,NONE,0,0.0,0.336
FL002075,2025-10-25,Tripura,West Tripura,23.7872,91.1458,6.7,3.06,1.23,20,0,NONE,0,0.0,0.337
FL002076,2025-10-25,Tripura,Sipahijala,23.5408,91.2356,9.5,2.61,2.79,20,0,NONE,0,0.0,0.333
FL002077,2025-10-25,Tripura,Dhalai,23.9339,91.7367,9.1,5.78,1.82,120,0,NONE,0,0.0,0.106
FL002078,2025-10-25,Arunachal Pradesh,Tawang,27.5002,91.8796,3.1,5.64,5.32,2881,0,NONE,0,0.0,0.182
FL002079,2025-10-26,Arunachal Pradesh,West Kameng,27.2302,92.4464,13.0,3.6,4.61,2207,0,NONE,0,0.0,0.375
FL002080,2025-10-26,Arunachal Pradesh,Papum Pare,27.1653,93.7505,3.4,5.97,1.0,363,0,NONE,0,0.0,0.298
FL002081,2025-10-26,Arunachal Pradesh,East Siang,28.1838,95.3025,12.4,4.82,0.68,191,0,NONE,0,0.0,0.03
FL002082,2025-10-26,Arunachal Pradesh,Lower Subansiri,27.4594,93.6949,2.8,3.09,3.19,1563,0,NONE,0,0.0,0.043
FL002083,2025-10-26,Assam,Kamrup Metropolitan,26.1209,91.6234,4.4,4.94,0.93,20,0,NONE,0,0.0,0.187
FL002084,2025-10-26,Assam,Kamrup Rural,26.1059,91.4184,2.6,3.06,0.91,20,0,NONE,0,0.0,0.347
FL002085,2025-10-26,Assam,Darrang,26.5984,92.1545,7.3,2.81,0.68,28,0,NONE,0,0.0,0.214
FL002086,2025-10-26,Assam,Sonitpur,26.4949,92.8026,11.2,4.96,0.67,85,0,NONE,0,0.0,0.199
FL002087,2025-10-26,Assam,Dibrugarh,27.3436,94.7905,11.5,3.2,0.35,150,0,NONE,0,0.0,0.058
FL002088,2025-10-26,Assam,Cachar,24.7785,92.7326,13.4,4.29,0.15,20,0,NONE,0,0.0,0.256
FL002089,2025-10-27,Assam,Nagaon,26.3789,92.652,12.5,6.33,0.77,93,0,NONE,0,0.0,0.316
FL002090,2025-10-27,Meghalaya,East Khasi Hills,25.6211,92.0164,12.9,5.07,2.35,1537,0,NONE,0,0.0,0.157
FL002091,2025-10-27,Meghalaya,West Khasi Hills,25.3688,91.1244,8.7,5.67,2.2,1221,0,NONE,0,0.0,0.299
FL002092,2025-10-27,Meghalaya,Ri-Bhoi,26.0084,91.9473,10.7,3.86,1.37,518,0,NONE,0,0.0,0.367
FL002093,2025-10-27,Meghalaya,West Jaintia Hills,25.5707,92.1607,11.6,4.22,0.85,1385,0,NONE,0,0.0,0.093
FL002094,2025-10-27,Sikkim,East Sikkim,27.3954,88.4722,9.8,5.15,0.05,1703,0,NONE,0,0.0,0.208
FL002095,2025-10-27,Sikkim,North Sikkim,27.6341,88.4225,10.7,4.67,0.56,2432,0,NONE,0,0.0,0.123
FL002096,2025-10-27,Sikkim,South Sikkim,27.1339,88.4096,12.2,3.18,0.45,1358,0,NONE,0,0.0,0.305
FL002097,2025-10-27,Nagaland,Kohima,25.563,94.2172,6.9,4.8,2.1,1476,0,NONE,0,0.0,0.228
FL002098,2025-10-27,Nagaland,Dimapur,26.0254,93.7686,0.6,5.45,0.99,220,0,NONE,0,0.0,0.248
FL002099,2025-10-28,Nagaland,Mokokchung,26.3484,94.5684,3.2,4.51,2.33,1295,0,NONE,0,0.0,0.307
FL002100,2025-10-28,Manipur,Imphal West,24.7347,93.8659,9.8,3.04,0.48,762,0,NONE,0,0.0,0.163
FL002101,2025-10-28,Manipur,Bishnupur,24.7331,93.6872,8.9,2.97,0.18,792,0,NONE,0,0.0,0.349
FL002102,2025-10-28,Manipur,Senapati,25.1334,94.1515,9.3,3.05,1.59,1197,0,NONE,0,0.0,0.212
FL002103,2025-10-28,Mizoram,Aizawl,23.7175,92.6831,3.8,2.57,1.89,1132,0,NONE,0,0.0,0.077
FL002104,2025-10-28,Mizoram,Kolasib,24.2472,92.6883,12.9,4.55,1.56,659,0,NONE,0,0.0,0.271
FL002105,2025-10-28,Mizoram,Lunglei,22.9426,92.7866,4.7,5.39,2.84,1068,0,NONE,0,0.0,0.306
FL002106,2025-10-28,Tripura,West Tripura,23.7471,91.2459,1.0,4.96,1.28,32,0,NONE,0,0.0,0.134
FL002107,2025-10-28,Tripura,Sipahijala,23.719,91.2184,12.0,3.27,3.0,20,0,NONE,0,0.0,0.329
FL002108,2025-10-28,Tripura,Dhalai,23.9854,91.8732,10.4,5.53,1.92,93,0,NONE,0,0.0,0.346
FL002109,2025-10-29,Arunachal Pradesh,Tawang,27.6596,91.7816,5.8,6.39,5.12,2954,0,NONE,0,0.0,0.12
FL002110,2025-10-29,Arunachal Pradesh,West Kameng,27.2574,92.4252,3.7,6.02,4.85,2185,0,NONE,0,0.0,0.374
FL002111,2025-10-29,Arunachal Pradesh,Papum Pare,26.9756,93.596,1.1,6.17,1.23,279,0,NONE,0,0.0,0.071
FL002112,2025-10-29,Arunachal Pradesh,East Siang,28.0161,95.3084,11.8,2.92,0.57,142,0,NONE,0,0.0,0.093
FL002113,2025-10-29,Arunachal Pradesh,Lower Subansiri,27.6196,93.8068,7.1,6.06,2.66,1537,0,NONE,0,0.0,0.086
FL002114,2025-10-29,Assam,Kamrup Metropolitan,26.0773,91.7684,2.3,5.62,0.99,61,0,NONE,0,0.0,0.342
FL002115,2025-10-29,Assam,Kamrup Rural,26.2289,91.6997,10.7,6.3,0.93,26,0,NONE,0,0.0,0.256
FL002116,2025-10-29,Assam,Darrang,26.4746,91.9526,6.8,5.21,0.2,60,0,NONE,0,0.0,0.075
FL002117,2025-10-29,Assam,Sonitpur,26.6699,92.8573,10.5,3.97,0.39,68,0,NONE,0,0.0,0.179
FL002118,2025-10-29,Assam,Dibrugarh,27.57,94.9695,11.7,3.9,0.66,111,0,NONE,0,0.0,0.242
FL002119,2025-10-30,Assam,Cachar,24.7876,92.7153,0.2,3.69,0.05,41,0,NONE,0,0.0,0.05
FL002120,2025-10-30,Assam,Nagaon,26.2507,92.8063,8.7,6.44,0.65,83,0,NONE,0,0.0,0.338
FL002121,2025-10-30,Meghalaya,East Khasi Hills,25.7008,91.8149,0.1,2.81,2.06,1470,0,NONE,0,0.0,0.309
FL002122,2025-10-30,Meghalaya,West Khasi Hills,25.4596,91.2466,1.8,4.74,1.83,1221,0,NONE,0,0.0,0.202
FL002123,2025-10-30,Meghalaya,Ri-Bhoi,25.7562,92.0223,11.1,5.51,1.69,602,0,NONE,0,0.0,0.368
FL002124,2025-10-30,Meghalaya,West Jaintia Hills,25.5559,92.2282,9.7,5.39,1.17,1330,0,NONE,0,0.0,0.17
FL002125,2025-10-30,Sikkim,East Sikkim,27.2632,88.4893,11.5,6.41,0.29,1694,0,NONE,0,0.0,0.374
FL002126,2025-10-30,Sikkim,North Sikkim,27.4372,88.4685,7.9,4.55,0.15,2454,0,NONE,0,0.0,0.26
FL002127,2025-10-30,Sikkim,South Sikkim,27.0482,88.2914,2.3,6.3,0.47,1334,0,NONE,0,0.0,0.248
FL002128,2025-10-30,Nagaland,Kohima,25.6303,94.1223,5.9,2.65,1.79,1464,0,NONE,0,0.0,0.08
FL002129,2025-10-31,Nagaland,Dimapur,25.7609,93.6833,9.1,5.41,0.99,225,0,NONE,0,0.0,0.337
FL002130,2025-10-31,Nagaland,Mokokchung,26.3742,94.6295,13.7,5.92,1.92,1367,0,NONE,0,0.0,0.174
FL002131,2025-10-31,Manipur,Imphal West,24.8727,94.0053,11.7,2.52,0.52,727,0,NONE,0,0.0,0.078
FL002132,2025-10-31,Manipur,Bishnupur,24.5485,93.9127,2.2,6.39,0.21,755,0,NONE,0,0.0,0.025
FL002133,2025-10-31,Manipur,Senapati,25.3323,94.152,11.6,5.23,1.21,1236,0,NONE,0,0.0,0.222
FL002134,2025-10-31,Mizoram,Aizawl,23.8533,92.6809,5.6,5.29,2.32,1083,0,NONE,0,0.0,0.21
FL002135,2025-10-31,Mizoram,Kolasib,24.2736,92.7998,2.1,5.98,1.52,607,0,NONE,0,0.0,0.279
FL002136,2025-10-31,Mizoram,Lunglei,22.7825,92.8631,10.1,4.58,2.5,1004,0,NONE,0,0.0,0.34
FL002137,2025-10-31,Tripura,West Tripura,23.8067,91.435,4.6,2.82,1.33,20,0,NONE,0,0.0,0.049
FL002138,2025-10-31,Tripura,Sipahijala,23.6956,91.4123,1.2,5.3,2.85,20,0,NONE,0,0.0,0.283
FL002139,2025-11-01,Tripura,Dhalai,23.9904,91.9377,1.9,3.3,1.36,116,0,NONE,0,0.0,0.087
FL002140,2025-11-01,Arunachal Pradesh,Tawang,27.7143,91.7535,13.0,5.78,5.58,2927,0,NONE,0,0.0,0.329
FL002141,2025-11-01,Arunachal Pradesh,West Kameng,27.3016,92.4652,8.1,6.11,4.29,2178,0,NONE,0,0.0,0.315
FL002142,2025-11-01,Arunachal Pradesh,Papum Pare,27.0388,93.6028,11.7,3.34,1.34,287,0,NONE,0,0.0,0.215
FL002143,2025-11-01,Arunachal Pradesh,East Siang,27.932,95.2677,6.1,3.46,0.69,150,0,NONE,0,0.0,0.276
FL002144,2025-11-01,Arunachal Pradesh,Lower Subansiri,27.415,93.7213,11.9,2.5,3.11,1612,0,NONE,0,0.0,0.133
FL002145,2025-11-01,Assam,Kamrup Metropolitan,26.1941,91.8169,2.9,3.93,1.01,20,0,NONE,0,0.0,0.19
FL002146,2025-11-01,Assam,Kamrup Rural,26.0778,91.6319,2.6,3.55,0.4,53,0,NONE,0,0.0,0.316
FL002147,2025-11-01,Assam,Darrang,26.3677,92.023,5.8,3.24,0.49,37,0,NONE,0,0.0,0.185
FL002148,2025-11-01,Assam,Sonitpur,26.5997,92.7623,0.6,5.44,0.42,133,0,NONE,0,0.0,0.149
FL002149,2025-11-02,Assam,Dibrugarh,27.4134,94.8552,8.9,2.93,0.72,120,0,NONE,0,0.0,0.198
FL002150,2025-11-02,Assam,Cachar,24.9246,92.6707,8.6,6.14,0.05,63,0,NONE,0,0.0,0.318
FL002151,2025-11-02,Assam,Nagaon,26.3615,92.6243,6.2,3.88,1.05,20,0,NONE,0,0.0,0.141
FL002152,2025-11-02,Meghalaya,East Khasi Hills,25.5671,91.7983,6.4,4.8,2.23,1530,0,NONE,0,0.0,0.083
FL002153,2025-11-02,Meghalaya,West Khasi Hills,25.4016,91.2426,4.0,4.98,2.0,1260,0,NONE,0,0.0,0.276
FL002154,2025-11-02,Meghalaya,Ri-Bhoi,25.8573,91.8363,6.3,5.46,1.52,549,0,NONE,0,0.0,0.317
FL002155,2025-11-02,Meghalaya,West Jaintia Hills,25.3083,92.2177,4.8,5.09,1.34,1368,0,NONE,0,0.0,0.056
