travel_id,road_id,timestamp,state,district,distance_km,speed_limit_kmph,average_speed_kmph,traffic_level,weather_condition,road_condition,travel_time_minutes,delay_minutes
T001962,NH-15,2026-06-20 23:22:00,Assam,Sonitpur,14.3,70,61.6,LOW,LIGHT_RAIN,GOOD,13.9,1.6
T001963,NH-37,2026-06-20 23:24:00,Assam,Dibrugarh,9.2,70,52.5,LOW,MODERATE_RAIN,GOOD,10.5,2.6
T001964,NH-37,2026-06-20 23:26:00,Assam,Cachar,14.0,60,60.0,LOW,CLEAR,GOOD,14.0,0.0
T001965,NH-27,2026-06-20 23:28:00,Assam,Nagaon,14.7,75,16.5,HIGH,TORRENTIAL_RAIN,GOOD,53.5,41.7
T001966,NH-206,2026-06-20 23:30:00,Meghalaya,East Khasi Hills,12.0,40,26.8,MODERATE,CLEAR,POOR,26.9,8.9
T001967,NH-127B,2026-06-20 23:32:00,Meghalaya,West Khasi Hills,14.8,45,23.4,MODERATE,HEAVY_RAIN,FAIR,37.9,18.2
T001968,NH-06,2026-06-20 23:34:00,Meghalaya,Ri-Bhoi,19.3,65,48.8,LOW,MODERATE_RAIN,FAIR,23.7,5.9
T001969,NH-06,2026-06-20 23:36:00,Meghalaya,West Jaintia Hills,10.5,45,39.6,MODERATE,LIGHT_RAIN,FAIR,15.9,1.9
T001970,NH-10,2026-06-20 23:38:00,Sikkim,East Sikkim,12.5,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,113.6,92.2
T001971,NH-310,2026-06-20 23:40:00,Sikkim,North Sikkim,16.2,30,12.6,HIGH,MODERATE_RAIN,POOR,77.1,44.7
T001972,NH-510,2026-06-20 23:42:00,Sikkim,South Sikkim,17.6,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,138.9,112.5
T001973,NH-29,2026-06-20 23:44:00,Nagaland,Kohima,13.7,40,26.8,MODERATE,CLEAR,POOR,30.7,10.2
T001974,NH-29,2026-06-20 23:46:00,Nagaland,Dimapur,8.9,65,57.2,LOW,LIGHT_RAIN,GOOD,9.3,1.1
T001975,NH-02,2026-06-20 23:48:00,Nagaland,Mokokchung,15.4,40,40.0,MODERATE,CLEAR,FAIR,23.1,0.0
T001976,NH-02,2026-06-20 23:50:00,Manipur,Imphal West,13.1,60,31.2,MODERATE,HEAVY_RAIN,GOOD,25.2,12.1
T001977,NH-02,2026-06-20 23:52:00,Manipur,Bishnupur,7.8,55,12.1,HIGH,TORRENTIAL_RAIN,GOOD,38.7,30.2
T001978,NH-02,2026-06-20 23:54:00,Manipur,Senapati,11.8,45,45.0,LOW,CLEAR,FAIR,15.7,0.0
T001979,NH-54,2026-06-20 23:56:00,Mizoram,Aizawl,7.1,40,16.8,HIGH,MODERATE_RAIN,POOR,25.4,14.8
T001980,NH-54,2026-06-20 23:58:00,Mizoram,Kolasib,19.7,45,23.4,MODERATE,HEAVY_RAIN,FAIR,50.5,24.2
T001981,NH-54,2026-06-21 00:00:00,Mizoram,Lunglei,20.8,40,8.8,HIGH,TORRENTIAL_RAIN,FAIR,141.8,110.6
T001982,NH-08,2026-06-21 00:02:00,Tripura,West Tripura,8.6,65,48.8,LOW,MODERATE_RAIN,GOOD,10.6,2.7
T001983,NH-08,2026-06-21 00:04:00,Tripura,Sipahijala,13.5,65,33.8,MODERATE,HEAVY_RAIN,GOOD,24.0,11.5
T001984,NH-08,2026-06-21 00:06:00,Tripura,Dhalai,13.4,55,28.6,MODERATE,HEAVY_RAIN,GOOD,28.1,13.5
T001985,NH-13,2026-06-21 00:08:00,Arunachal Pradesh,Tawang,8.3,35,23.5,MODERATE,CLEAR,POOR,21.2,7.0
T001986,NH-13,2026-06-21 00:10:00,Arunachal Pradesh,West Kameng,20.1,40,26.8,MODERATE,CLEAR,POOR,45.0,14.8
T001987,NH-415,2026-06-21 00:12:00,Arunachal Pradesh,Papum Pare,16.2,50,11.0,HIGH,TORRENTIAL_RAIN,FAIR,88.4,69.0
T001988,NH-515,2026-06-21 00:14:00,Arunachal Pradesh,East Siang,16.7,60,45.0,LOW,MODERATE_RAIN,GOOD,22.3,5.6
T001989,NH-13,2026-06-21 00:16:00,Arunachal Pradesh,Lower Subansiri,16.0,40,16.8,HIGH,MODERATE_RAIN,POOR,57.1,33.1
T001990,NH-27,2026-06-21 00:18:00,Assam,Kamrup Metropolitan,19.5,80,70.4,LOW,LIGHT_RAIN,GOOD,16.6,2.0
T001991,NH-27,2026-06-21 00:20:00,Assam,Kamrup Rural,13.3,80,41.6,MODERATE,HEAVY_RAIN,GOOD,19.2,9.2
T001992,NH-15,2026-06-21 00:22:00,Assam,Darrang,21.6,65,48.8,LOW,MODERATE_RAIN,GOOD,26.6,6.7
T001993,NH-15,2026-06-21 00:24:00,Assam,Sonitpur,6.4,70,70.0,LOW,CLEAR,GOOD,5.5,0.0
T001994,NH-37,2026-06-21 00:26:00,Assam,Dibrugarh,5.2,70,70.0,LOW,CLEAR,GOOD,4.5,0.0
T001995,NH-37,2026-06-21 00:28:00,Assam,Cachar,20.4,60,45.0,LOW,MODERATE_RAIN,GOOD,27.2,6.8
T001996,NH-27,2026-06-21 00:30:00,Assam,Nagaon,7.4,75,75.0,LOW,CLEAR,GOOD,5.9,0.0
T001997,NH-206,2026-06-21 00:32:00,Meghalaya,East Khasi Hills,11.9,40,40.0,MODERATE,CLEAR,FAIR,17.8,0.0
T001998,NH-127B,2026-06-21 00:34:00,Meghalaya,West Khasi Hills,10.3,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,62.4,48.7
T001999,NH-06,2026-06-21 00:36:00,Meghalaya,Ri-Bhoi,15.2,65,48.8,LOW,MODERATE_RAIN,FAIR,18.7,4.7
T002000,NH-06,2026-06-21 00:38:00,Meghalaya,West Jaintia Hills,18.9,45,45.0,LOW,CLEAR,FAIR,25.2,0.0
T002001,NH-10,2026-06-21 00:40:00,Sikkim,East Sikkim,21.3,35,19.2,HIGH,LIGHT_RAIN,POOR,66.6,30.1
T002002,NH-310,2026-06-21 00:42:00,Sikkim,North Sikkim,6.1,30,12.6,HIGH,MODERATE_RAIN,POOR,29.0,16.8
T002003,NH-510,2026-06-21 00:44:00,Sikkim,South Sikkim,13.5,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,202.5,182.2
T002004,NH-29,2026-06-21 00:46:00,Nagaland,Kohima,10.4,40,16.8,HIGH,MODERATE_RAIN,POOR,37.1,21.5
T002005,NH-29,2026-06-21 00:48:00,Nagaland,Dimapur,10.8,65,33.8,MODERATE,HEAVY_RAIN,GOOD,19.2,9.2
T002006,NH-02,2026-06-21 00:50:00,Nagaland,Mokokchung,16.9,40,16.8,HIGH,MODERATE_RAIN,POOR,60.4,35.0
T002007,NH-02,2026-06-21 00:52:00,Manipur,Imphal West,11.8,60,45.0,LOW,MODERATE_RAIN,GOOD,15.7,3.9
T002008,NH-02,2026-06-21 00:54:00,Manipur,Bishnupur,12.2,55,55.0,LOW,CLEAR,GOOD,13.3,0.0
T002009,NH-02,2026-06-21 00:56:00,Manipur,Senapati,13.2,45,23.4,MODERATE,HEAVY_RAIN,FAIR,33.8,16.2
T002010,NH-54,2026-06-21 00:58:00,Mizoram,Aizawl,12.5,40,26.8,MODERATE,CLEAR,POOR,28.0,9.2
T002011,NH-54,2026-06-21 01:00:00,Mizoram,Kolasib,18.0,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,109.1,85.1
T002012,NH-54,2026-06-21 01:02:00,Mizoram,Lunglei,14.2,40,22.0,MODERATE,LIGHT_RAIN,POOR,38.7,17.4
T002013,NH-08,2026-06-21 01:04:00,Tripura,West Tripura,16.0,65,57.2,LOW,LIGHT_RAIN,GOOD,16.8,2.0
T002014,NH-08,2026-06-21 01:06:00,Tripura,Sipahijala,22.0,65,48.8,LOW,MODERATE_RAIN,GOOD,27.0,6.7
T002015,NH-08,2026-06-21 01:08:00,Tripura,Dhalai,18.7,55,55.0,LOW,CLEAR,GOOD,20.4,0.0
T002016,NH-13,2026-06-21 01:10:00,Arunachal Pradesh,Tawang,8.1,35,19.2,HIGH,LIGHT_RAIN,POOR,25.3,11.4
T002017,NH-13,2026-06-21 01:12:00,Arunachal Pradesh,West Kameng,7.8,40,26.8,MODERATE,CLEAR,POOR,17.5,5.8
T002018,NH-415,2026-06-21 01:14:00,Arunachal Pradesh,Papum Pare,11.8,50,50.0,LOW,CLEAR,FAIR,14.2,0.0
T002019,NH-515,2026-06-21 01:16:00,Arunachal Pradesh,East Siang,20.4,60,45.0,LOW,MODERATE_RAIN,GOOD,27.2,6.8
T002020,NH-13,2026-06-21 01:18:00,Arunachal Pradesh,Lower Subansiri,16.6,40,26.8,MODERATE,CLEAR,POOR,37.2,12.3
T002021,NH-27,2026-06-21 01:20:00,Assam,Kamrup Metropolitan,12.6,80,70.4,LOW,LIGHT_RAIN,GOOD,10.7,1.2
T002022,NH-27,2026-06-21 01:22:00,Assam,Kamrup Rural,13.1,80,80.0,LOW,CLEAR,GOOD,9.8,0.0
T002023,NH-15,2026-06-21 01:24:00,Assam,Darrang,20.4,65,48.8,LOW,MODERATE_RAIN,GOOD,25.1,6.3
T002024,NH-15,2026-06-21 01:26:00,Assam,Sonitpur,16.1,70,61.6,LOW,LIGHT_RAIN,GOOD,15.7,1.9
T002025,NH-37,2026-06-21 01:28:00,Assam,Dibrugarh,19.9,70,52.5,LOW,MODERATE_RAIN,GOOD,22.7,5.6
T002026,NH-37,2026-06-21 01:30:00,Assam,Cachar,19.2,60,52.8,LOW,LIGHT_RAIN,GOOD,21.8,2.6
T002027,NH-27,2026-06-21 01:32:00,Assam,Nagaon,5.7,75,66.0,LOW,LIGHT_RAIN,GOOD,5.2,0.6
T002028,NH-206,2026-06-21 01:34:00,Meghalaya,East Khasi Hills,6.1,40,26.8,MODERATE,CLEAR,POOR,13.7,4.5
T002029,NH-127B,2026-06-21 01:36:00,Meghalaya,West Khasi Hills,17.4,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,105.5,82.3
T002030,NH-06,2026-06-21 01:38:00,Meghalaya,Ri-Bhoi,9.2,65,48.8,LOW,MODERATE_RAIN,FAIR,11.3,2.8
T002031,NH-06,2026-06-21 01:40:00,Meghalaya,West Jaintia Hills,21.4,45,23.4,MODERATE,HEAVY_RAIN,FAIR,54.9,26.4
T002032,NH-10,2026-06-21 01:42:00,Sikkim,East Sikkim,8.2,35,14.7,HIGH,MODERATE_RAIN,POOR,33.5,19.4
T002033,NH-310,2026-06-21 01:44:00,Sikkim,North Sikkim,10.4,30,5.7,STANDSTILL,HEAVY_RAIN,POOR,109.5,88.7
T002034,NH-510,2026-06-21 01:46:00,Sikkim,South Sikkim,19.1,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,150.8,122.2
T002035,NH-29,2026-06-21 01:48:00,Nagaland,Kohima,17.7,40,16.8,HIGH,MODERATE_RAIN,POOR,63.2,36.7
T002036,NH-29,2026-06-21 01:50:00,Nagaland,Dimapur,8.2,65,33.8,MODERATE,HEAVY_RAIN,GOOD,14.6,7.0
T002037,NH-02,2026-06-21 01:52:00,Nagaland,Mokokchung,19.8,40,22.0,MODERATE,LIGHT_RAIN,POOR,54.0,24.3
T002038,NH-02,2026-06-21 01:54:00,Manipur,Imphal West,20.8,60,45.0,LOW,MODERATE_RAIN,GOOD,27.7,6.9
T002039,NH-02,2026-06-21 01:56:00,Manipur,Bishnupur,20.4,55,55.0,LOW,CLEAR,GOOD,22.3,0.0
T002040,NH-02,2026-06-21 01:58:00,Manipur,Senapati,17.2,45,24.8,MODERATE,LIGHT_RAIN,POOR,41.6,18.7
T002041,NH-54,2026-06-21 02:00:00,Mizoram,Aizawl,21.0,40,16.8,HIGH,MODERATE_RAIN,POOR,75.0,43.5
T002042,NH-54,2026-06-21 02:02:00,Mizoram,Kolasib,17.2,45,45.0,LOW,CLEAR,FAIR,22.9,0.0
T002043,NH-54,2026-06-21 02:04:00,Mizoram,Lunglei,17.7,40,26.8,MODERATE,CLEAR,POOR,39.6,13.1
T002044,NH-08,2026-06-21 02:06:00,Tripura,West Tripura,18.6,65,33.8,MODERATE,HEAVY_RAIN,GOOD,33.0,15.8
T002045,NH-08,2026-06-21 02:08:00,Tripura,Sipahijala,14.9,65,33.8,MODERATE,HEAVY_RAIN,GOOD,26.4,12.6
T002046,NH-08,2026-06-21 02:10:00,Tripura,Dhalai,17.2,55,48.4,LOW,LIGHT_RAIN,GOOD,21.3,2.5
T002047,NH-13,2026-06-21 02:12:00,Arunachal Pradesh,Tawang,19.6,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,178.2,144.6
T002048,NH-13,2026-06-21 02:14:00,Arunachal Pradesh,West Kameng,11.8,40,16.8,HIGH,MODERATE_RAIN,POOR,42.1,24.4
T002049,NH-415,2026-06-21 02:16:00,Arunachal Pradesh,Papum Pare,5.1,50,11.0,HIGH,TORRENTIAL_RAIN,FAIR,27.8,21.7
T002050,NH-515,2026-06-21 02:18:00,Arunachal Pradesh,East Siang,5.6,60,45.0,LOW,MODERATE_RAIN,GOOD,7.5,1.9
T002051,NH-13,2026-06-21 02:20:00,Arunachal Pradesh,Lower Subansiri,8.4,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,66.3,53.7
T002052,NH-27,2026-06-21 02:22:00,Assam,Kamrup Metropolitan,18.0,80,70.4,LOW,LIGHT_RAIN,GOOD,15.3,1.8
T002053,NH-27,2026-06-21 02:24:00,Assam,Kamrup Rural,11.9,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,40.6,31.7
T002054,NH-15,2026-06-21 02:26:00,Assam,Darrang,9.9,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,41.5,32.4
T002055,NH-15,2026-06-21 02:28:00,Assam,Sonitpur,17.7,70,36.4,MODERATE,HEAVY_RAIN,GOOD,29.2,14.0
T002056,NH-37,2026-06-21 02:30:00,Assam,Dibrugarh,21.4,70,70.0,LOW,CLEAR,GOOD,18.3,0.0
T002057,NH-37,2026-06-21 02:32:00,Assam,Cachar,10.4,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,47.3,36.9
T002058,NH-27,2026-06-21 02:34:00,Assam,Nagaon,5.7,75,75.0,LOW,CLEAR,GOOD,4.6,0.0
T002059,NH-206,2026-06-21 02:36:00,Meghalaya,East Khasi Hills,15.6,40,30.0,MODERATE,MODERATE_RAIN,FAIR,31.2,7.8
T002060,NH-127B,2026-06-21 02:38:00,Meghalaya,West Khasi Hills,14.6,45,33.8,MODERATE,MODERATE_RAIN,FAIR,25.9,6.4
T002061,NH-06,2026-06-21 02:40:00,Meghalaya,Ri-Bhoi,20.8,65,65.0,LOW,CLEAR,FAIR,19.2,0.0
T002062,NH-06,2026-06-21 02:42:00,Meghalaya,West Jaintia Hills,9.2,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,55.8,43.5
T002063,NH-10,2026-06-21 02:44:00,Sikkim,East Sikkim,19.6,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,178.2,144.6
T002064,NH-310,2026-06-21 02:46:00,Sikkim,North Sikkim,18.1,30,5.7,STANDSTILL,HEAVY_RAIN,POOR,190.5,154.3
T002065,NH-510,2026-06-21 02:48:00,Sikkim,South Sikkim,10.8,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,85.3,69.1
T002066,NH-29,2026-06-21 02:50:00,Nagaland,Kohima,11.7,40,22.0,MODERATE,LIGHT_RAIN,POOR,31.9,14.4
T002067,NH-29,2026-06-21 02:52:00,Nagaland,Dimapur,8.4,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,35.2,27.4
T002068,NH-02,2026-06-21 02:54:00,Nagaland,Mokokchung,5.2,40,16.8,HIGH,MODERATE_RAIN,POOR,18.6,10.8
T002069,NH-02,2026-06-21 02:56:00,Manipur,Imphal West,9.3,60,31.2,MODERATE,HEAVY_RAIN,GOOD,17.9,8.6
T002070,NH-02,2026-06-21 02:58:00,Manipur,Bishnupur,8.5,55,28.6,MODERATE,HEAVY_RAIN,GOOD,17.8,8.5
T002071,NH-02,2026-06-21 03:00:00,Manipur,Senapati,12.6,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,76.4,59.6
T002072,NH-54,2026-06-21 03:02:00,Mizoram,Aizawl,13.5,40,16.8,HIGH,MODERATE_RAIN,POOR,48.2,28.0
T002073,NH-54,2026-06-21 03:04:00,Mizoram,Kolasib,21.9,45,33.8,MODERATE,MODERATE_RAIN,FAIR,38.9,9.7
T002074,NH-54,2026-06-21 03:06:00,Mizoram,Lunglei,17.4,40,16.8,HIGH,MODERATE_RAIN,POOR,62.1,36.0
T002075,NH-08,2026-06-21 03:08:00,Tripura,West Tripura,21.4,65,65.0,LOW,CLEAR,GOOD,19.8,0.0
T002076,NH-08,2026-06-21 03:10:00,Tripura,Sipahijala,16.9,65,33.8,MODERATE,HEAVY_RAIN,GOOD,30.0,14.4
T002077,NH-08,2026-06-21 03:12:00,Tripura,Dhalai,8.2,55,41.2,MODERATE,MODERATE_RAIN,GOOD,11.9,3.0
T002078,NH-13,2026-06-21 03:14:00,Arunachal Pradesh,Tawang,17.1,35,23.5,MODERATE,CLEAR,POOR,43.7,14.4
T002079,NH-13,2026-06-21 03:16:00,Arunachal Pradesh,West Kameng,5.5,40,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,82.5,74.2
T002080,NH-415,2026-06-21 03:18:00,Arunachal Pradesh,Papum Pare,20.9,50,44.0,MODERATE,LIGHT_RAIN,FAIR,28.5,3.4
T002081,NH-515,2026-06-21 03:20:00,Arunachal Pradesh,East Siang,17.9,60,60.0,LOW,CLEAR,GOOD,17.9,0.0
T002082,NH-13,2026-06-21 03:22:00,Arunachal Pradesh,Lower Subansiri,6.3,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,49.7,40.2
T002083,NH-27,2026-06-21 03:24:00,Assam,Kamrup Metropolitan,17.7,80,60.0,LOW,MODERATE_RAIN,GOOD,17.7,4.4
T002084,NH-27,2026-06-21 03:26:00,Assam,Kamrup Rural,10.2,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,34.8,27.1
T002085,NH-15,2026-06-21 03:28:00,Assam,Darrang,11.8,65,57.2,LOW,LIGHT_RAIN,GOOD,12.4,1.5
T002086,NH-15,2026-06-21 03:30:00,Assam,Sonitpur,12.2,70,15.4,HIGH,TORRENTIAL_RAIN,GOOD,47.5,37.0
T002087,NH-37,2026-06-21 03:32:00,Assam,Dibrugarh,14.7,70,36.4,MODERATE,HEAVY_RAIN,GOOD,24.2,11.6
T002088,NH-37,2026-06-21 03:34:00,Assam,Cachar,8.4,60,60.0,LOW,CLEAR,GOOD,8.4,0.0
T002089,NH-27,2026-06-21 03:36:00,Assam,Nagaon,6.8,75,66.0,LOW,LIGHT_RAIN,GOOD,6.2,0.8
T002090,NH-206,2026-06-21 03:38:00,Meghalaya,East Khasi Hills,17.9,40,8.8,HIGH,TORRENTIAL_RAIN,FAIR,122.0,95.2
T002091,NH-127B,2026-06-21 03:40:00,Meghalaya,West Khasi Hills,16.5,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,100.0,78.0
T002092,NH-06,2026-06-21 03:42:00,Meghalaya,Ri-Bhoi,11.2,65,33.8,MODERATE,HEAVY_RAIN,GOOD,19.9,9.6
T002093,NH-06,2026-06-21 03:44:00,Meghalaya,West Jaintia Hills,11.6,45,23.4,MODERATE,HEAVY_RAIN,FAIR,29.7,14.2
T002094,NH-10,2026-06-21 03:46:00,Sikkim,East Sikkim,14.7,35,4.0,STANDSTILL,TORRENTIAL_RAIN,POOR,220.5,195.3
T002095,NH-310,2026-06-21 03:48:00,Sikkim,North Sikkim,10.8,30,12.6,HIGH,MODERATE_RAIN,POOR,51.4,29.8
T002096,NH-510,2026-06-21 03:50:00,Sikkim,South Sikkim,8.5,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,67.1,54.3
T002097,NH-29,2026-06-21 03:52:00,Nagaland,Kohima,18.0,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,142.1,115.1
T002098,NH-29,2026-06-21 03:54:00,Nagaland,Dimapur,9.8,65,33.8,MODERATE,HEAVY_RAIN,GOOD,17.4,8.4
T002099,NH-02,2026-06-21 03:56:00,Nagaland,Mokokchung,16.0,40,26.8,MODERATE,CLEAR,POOR,35.8,11.8
T002100,NH-02,2026-06-21 03:58:00,Manipur,Imphal West,18.2,60,31.2,MODERATE,HEAVY_RAIN,GOOD,35.0,16.8
T002101,NH-02,2026-06-21 04:00:00,Manipur,Bishnupur,12.3,55,12.1,HIGH,TORRENTIAL_RAIN,GOOD,61.0,47.6
T002102,NH-02,2026-06-21 04:02:00,Manipur,Senapati,13.9,45,45.0,LOW,CLEAR,FAIR,18.5,0.0
T002103,NH-54,2026-06-21 04:04:00,Mizoram,Aizawl,17.0,40,26.8,MODERATE,CLEAR,POOR,38.1,12.6
T002104,NH-54,2026-06-21 04:06:00,Mizoram,Kolasib,17.3,45,39.6,MODERATE,LIGHT_RAIN,FAIR,26.2,3.1
T002105,NH-54,2026-06-21 04:08:00,Mizoram,Lunglei,11.0,40,26.8,MODERATE,CLEAR,POOR,24.6,8.1
T002106,NH-08,2026-06-21 04:10:00,Tripura,West Tripura,15.9,65,65.0,LOW,CLEAR,GOOD,14.7,0.0
T002107,NH-08,2026-06-21 04:12:00,Tripura,Sipahijala,20.8,65,57.2,LOW,LIGHT_RAIN,GOOD,21.8,2.6
T002108,NH-08,2026-06-21 04:14:00,Tripura,Dhalai,15.5,55,12.1,HIGH,TORRENTIAL_RAIN,GOOD,76.9,60.0
T002109,NH-13,2026-06-21 04:16:00,Arunachal Pradesh,Tawang,13.5,35,19.2,HIGH,LIGHT_RAIN,POOR,42.2,19.1
T002110,NH-13,2026-06-21 04:18:00,Arunachal Pradesh,West Kameng,17.8,40,26.8,MODERATE,CLEAR,POOR,39.9,13.2
T002111,NH-415,2026-06-21 04:20:00,Arunachal Pradesh,Papum Pare,21.8,50,37.5,MODERATE,MODERATE_RAIN,FAIR,34.9,8.7
T002112,NH-515,2026-06-21 04:22:00,Arunachal Pradesh,East Siang,6.2,60,13.2,HIGH,TORRENTIAL_RAIN,GOOD,28.2,22.0
T002113,NH-13,2026-06-21 04:24:00,Arunachal Pradesh,Lower Subansiri,10.2,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,80.5,65.2
T002114,NH-27,2026-06-21 04:26:00,Assam,Kamrup Metropolitan,16.5,80,60.0,LOW,MODERATE_RAIN,GOOD,16.5,4.1
T002115,NH-27,2026-06-21 04:28:00,Assam,Kamrup Rural,13.2,80,70.4,LOW,LIGHT_RAIN,GOOD,11.2,1.3
T002116,NH-15,2026-06-21 04:30:00,Assam,Darrang,18.9,65,57.2,LOW,LIGHT_RAIN,GOOD,19.8,2.4
T002117,NH-15,2026-06-21 04:32:00,Assam,Sonitpur,11.1,70,70.0,LOW,CLEAR,GOOD,9.5,0.0
T002118,NH-37,2026-06-21 04:34:00,Assam,Dibrugarh,18.8,70,15.4,HIGH,TORRENTIAL_RAIN,GOOD,73.2,57.1
T002119,NH-37,2026-06-21 04:36:00,Assam,Cachar,17.8,60,60.0,LOW,CLEAR,GOOD,17.8,0.0
T002120,NH-27,2026-06-21 04:38:00,Assam,Nagaon,12.3,75,16.5,HIGH,TORRENTIAL_RAIN,GOOD,44.7,34.9
T002121,NH-206,2026-06-21 04:40:00,Meghalaya,East Khasi Hills,8.2,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,64.7,52.4
T002122,NH-127B,2026-06-21 04:42:00,Meghalaya,West Khasi Hills,5.2,45,23.4,MODERATE,HEAVY_RAIN,FAIR,13.3,6.4
T002123,NH-06,2026-06-21 04:44:00,Meghalaya,Ri-Bhoi,18.7,65,65.0,LOW,CLEAR,GOOD,17.3,0.0
T002124,NH-06,2026-06-21 04:46:00,Meghalaya,West Jaintia Hills,6.8,45,9.9,HIGH,TORRENTIAL_RAIN,FAIR,41.2,32.1
T002125,NH-10,2026-06-21 04:48:00,Sikkim,East Sikkim,18.1,35,19.2,HIGH,LIGHT_RAIN,POOR,56.6,25.6
T002126,NH-310,2026-06-21 04:50:00,Sikkim,North Sikkim,6.6,30,20.1,HIGH,CLEAR,POOR,19.7,6.5
T002127,NH-510,2026-06-21 04:52:00,Sikkim,South Sikkim,21.7,40,22.0,MODERATE,LIGHT_RAIN,POOR,59.2,26.7
T002128,NH-29,2026-06-21 04:54:00,Nagaland,Kohima,16.0,40,7.6,STANDSTILL,HEAVY_RAIN,POOR,126.3,102.3
T002129,NH-29,2026-06-21 04:56:00,Nagaland,Dimapur,11.3,65,14.3,HIGH,TORRENTIAL_RAIN,GOOD,47.4,37.0
T002130,NH-02,2026-06-21 04:58:00,Nagaland,Mokokchung,7.5,40,26.8,MODERATE,CLEAR,POOR,16.8,5.6
T002131,NH-02,2026-06-21 05:00:00,Manipur,Imphal West,21.8,60,52.8,LOW,LIGHT_RAIN,GOOD,24.8,3.0
T002132,NH-02,2026-06-21 05:02:00,Manipur,Bishnupur,12.2,55,55.0,LOW,CLEAR,GOOD,13.3,0.0
T002133,NH-02,2026-06-21 05:04:00,Manipur,Senapati,9.5,45,23.4,MODERATE,HEAVY_RAIN,FAIR,24.4,11.7
T002134,NH-54,2026-06-21 05:06:00,Mizoram,Aizawl,14.9,40,22.0,MODERATE,LIGHT_RAIN,POOR,40.6,18.2
T002135,NH-54,2026-06-21 05:08:00,Mizoram,Kolasib,16.2,45,45.0,LOW,CLEAR,FAIR,21.6,0.0
T002136,NH-54,2026-06-21 05:10:00,Mizoram,Lunglei,15.7,40,22.0,MODERATE,LIGHT_RAIN,POOR,42.8,19.2
T002137,NH-08,2026-06-21 05:12:00,Tripura,West Tripura,21.3,65,65.0,LOW,CLEAR,GOOD,19.7,0.0
T002138,NH-08,2026-06-21 05:14:00,Tripura,Sipahijala,10.6,65,65.0,LOW,CLEAR,GOOD,9.8,0.0
T002139,NH-08,2026-06-21 05:16:00,Tripura,Dhalai,12.0,55,28.6,MODERATE,HEAVY_RAIN,GOOD,25.2,12.1
T002140,NH-13,2026-06-21 05:18:00,Arunachal Pradesh,Tawang,15.4,35,6.6,STANDSTILL,HEAVY_RAIN,POOR,140.0,113.6
T002141,NH-13,2026-06-21 05:20:00,Arunachal Pradesh,West Kameng,9.6,40,22.0,MODERATE,LIGHT_RAIN,POOR,26.2,11.8
T002142,NH-415,2026-06-21 05:22:00,Arunachal Pradesh,Papum Pare,5.2,50,26.0,MODERATE,HEAVY_RAIN,FAIR,12.0,5.8
T002143,NH-515,2026-06-21 05:24:00,Arunachal Pradesh,East Siang,6.4,60,60.0,LOW,CLEAR,GOOD,6.4,0.0
T002144,NH-13,2026-06-21 05:26:00,Arunachal Pradesh,Lower Subansiri,6.7,40,22.0,MODERATE,LIGHT_RAIN,POOR,18.3,8.2
T002145,NH-27,2026-06-21 05:28:00,Assam,Kamrup Metropolitan,21.4,80,17.6,HIGH,TORRENTIAL_RAIN,GOOD,73.0,57.0
T002146,NH-27,2026-06-21 05:30:00,Assam,Kamrup Rural,12.8,80,80.0,LOW,CLEAR,GOOD,9.6,0.0
T002147,NH-15,2026-06-21 05:32:00,Assam,Darrang,18.2,65,33.8,MODERATE,HEAVY_RAIN,GOOD,32.3,15.5
T002148,NH-15,2026-06-21 05:34:00,Assam,Sonitpur,5.4,70,61.6,LOW,LIGHT_RAIN,GOOD,5.3,0.7
T002149,NH-37,2026-06-21 05:36:00,Assam,Dibrugarh,14.9,70,70.0,LOW,CLEAR,GOOD,12.8,0.0
T002150,NH-37,2026-06-21 05:38:00,Assam,Cachar,17.2,60,45.0,LOW,MODERATE_RAIN,GOOD,22.9,5.7
